"Rank","Team","Record","Points","PV.Rank","Voter","Week"
6,"Washington","6-0",1304,"5","garland-gillen","Week 8"
7,"Louisville","5-1",1168,"7","garland-gillen","Week 8"
8,"Nebraska","6-0",1037,"10","garland-gillen","Week 8"
9,"Baylor","6-0",1021,"11","garland-gillen","Week 8"
10,"Houston","6-1",766,"13","garland-gillen","Week 8"
11,"West Virginia","5-0",744,"20","garland-gillen","Week 8"
12,"Wisconsin","4-2",935,"8","garland-gillen","Week 8"
13,"Boise State","6-0",694,"15","garland-gillen","Week 8"
14,"Arkansas","5-2",584,"22","garland-gillen","Week 8"
15,"Tennessee","5-2",550,"9","garland-gillen","Week 8"
16,"Florida","5-1",626,"18","garland-gillen","Week 8"
17,"Florida State","5-2",733,"14","garland-gillen","Week 8"
18,"Utah","6-1",479,"21","garland-gillen","Week 8"
19,"Oklahoma","4-2",612,"19","garland-gillen","Week 8"
20,"Western Michigan","7-0",285,"24","garland-gillen","Week 8"
21,"Navy","4-1",163,"25","garland-gillen","Week 8"
22,"Auburn","4-2",277,"23","garland-gillen","Week 8"
23,"Colorado","5-2",110,"-","garland-gillen","Week 8"
24,"LSU","4-2",123,"-","garland-gillen","Week 8"
25,"North Carolina","5-2",254,"-","garland-gillen","Week 8"
1,"Alabama","7-0",1524,"1","garry-smits","Week 8"
2,"Ohio State","6-0",1457,"2","garry-smits","Week 8"
3,"Washington","6-0",1304,"5","garry-smits","Week 8"
4,"Michigan","6-0",1368,"4","garry-smits","Week 8"
5,"Clemson","7-0",1337,"3","garry-smits","Week 8"
6,"Texas A&M","6-0",1218,"6","garry-smits","Week 8"
7,"Nebraska","6-0",1037,"10","garry-smits","Week 8"
8,"Baylor","6-0",1021,"11","garry-smits","Week 8"
9,"Louisville","5-1",1168,"7","garry-smits","Week 8"
10,"Houston","6-1",766,"13","garry-smits","Week 8"
11,"Boise State","6-0",694,"15","garry-smits","Week 8"
12,"Florida State","5-2",733,"14","garry-smits","Week 8"
13,"Florida","5-1",626,"18","garry-smits","Week 8"
14,"Oklahoma","4-2",612,"19","garry-smits","Week 8"
15,"Utah","6-1",479,"21","garry-smits","Week 8"
16,"Wisconsin","4-2",935,"8","garry-smits","Week 8"
17,"West Virginia","5-0",744,"20","garry-smits","Week 8"
18,"Arkansas","5-2",584,"22","garry-smits","Week 8"
19,"Auburn","4-2",277,"23","garry-smits","Week 8"
20,"Navy","4-1",163,"25","garry-smits","Week 8"
21,"North Carolina","5-2",254,"-","garry-smits","Week 8"
22,"Western Michigan","7-0",285,"24","garry-smits","Week 8"
23,"Tennessee","5-2",550,"9","garry-smits","Week 8"
24,"South Florida","6-1",31,"-","garry-smits","Week 8"
25,"Mississippi","3-3",188,"12","garry-smits","Week 8"
1,"Alabama","7-0",1524,"1","gary-horowitz","Week 8"
2,"Ohio State","6-0",1457,"2","gary-horowitz","Week 8"
3,"Clemson","7-0",1337,"3","gary-horowitz","Week 8"
4,"Michigan","6-0",1368,"4","gary-horowitz","Week 8"
5,"Washington","6-0",1304,"5","gary-horowitz","Week 8"
6,"Louisville","5-1",1168,"7","gary-horowitz","Week 8"
7,"Texas A&M","6-0",1218,"6","gary-horowitz","Week 8"
8,"Nebraska","6-0",1037,"10","gary-horowitz","Week 8"
9,"Baylor","6-0",1021,"11","gary-horowitz","Week 8"
10,"Wisconsin","4-2",935,"8","gary-horowitz","Week 8"
11,"Houston","6-1",766,"13","gary-horowitz","Week 8"
12,"Florida","5-1",626,"18","gary-horowitz","Week 8"
13,"West Virginia","5-0",744,"20","gary-horowitz","Week 8"
14,"Boise State","6-0",694,"15","gary-horowitz","Week 8"
15,"Florida State","5-2",733,"14","gary-horowitz","Week 8"
16,"Utah","6-1",479,"21","gary-horowitz","Week 8"
17,"Arkansas","5-2",584,"22","gary-horowitz","Week 8"
18,"Navy","4-1",163,"25","gary-horowitz","Week 8"
19,"Oklahoma","4-2",612,"19","gary-horowitz","Week 8"
20,"Western Michigan","7-0",285,"24","gary-horowitz","Week 8"
21,"North Carolina","5-2",254,"-","gary-horowitz","Week 8"
22,"LSU","4-2",123,"-","gary-horowitz","Week 8"
23,"Colorado","5-2",110,"-","gary-horowitz","Week 8"
24,"Auburn","4-2",277,"23","gary-horowitz","Week 8"
25,"Mississippi","3-3",188,"12","gary-horowitz","Week 8"
1,"Alabama","7-0",1524,"1","graham-watson","Week 8"
2,"Ohio State","6-0",1457,"2","graham-watson","Week 8"
3,"Michigan","6-0",1368,"4","graham-watson","Week 8"
4,"Clemson","7-0",1337,"3","graham-watson","Week 8"
5,"Texas A&M","6-0",1218,"6","graham-watson","Week 8"
6,"Washington","6-0",1304,"5","graham-watson","Week 8"
7,"Louisville","5-1",1168,"7","graham-watson","Week 8"
8,"Wisconsin","4-2",935,"8","graham-watson","Week 8"
9,"Nebraska","6-0",1037,"10","graham-watson","Week 8"
10,"Houston","6-1",766,"13","graham-watson","Week 8"
11,"Baylor","6-0",1021,"11","graham-watson","Week 8"
12,"Tennessee","5-2",550,"9","graham-watson","Week 8"
13,"Florida State","5-2",733,"14","graham-watson","Week 8"
14,"West Virginia","5-0",744,"20","graham-watson","Week 8"
15,"Boise State","6-0",694,"15","graham-watson","Week 8"
16,"Florida","5-1",626,"18","graham-watson","Week 8"
17,"Arkansas","5-2",584,"22","graham-watson","Week 8"
18,"Oklahoma","4-2",612,"19","graham-watson","Week 8"
19,"Utah","6-1",479,"21","graham-watson","Week 8"
20,"Virginia Tech","4-2",38,"17","graham-watson","Week 8"
21,"Miami","4-2",69,"16","graham-watson","Week 8"
22,"Western Michigan","7-0",285,"24","graham-watson","Week 8"
23,"Colorado","5-2",110,"-","graham-watson","Week 8"
24,"Stanford","4-2",15,"-","graham-watson","Week 8"
25,"North Carolina","5-2",254,"-","graham-watson","Week 8"
1,"Alabama","7-0",1524,"1","jason-galloway","Week 8"
2,"Ohio State","6-0",1457,"2","jason-galloway","Week 8"
3,"Michigan","6-0",1368,"4","jason-galloway","Week 8"
4,"Washington","6-0",1304,"5","jason-galloway","Week 8"
5,"Clemson","7-0",1337,"3","jason-galloway","Week 8"
6,"Louisville","5-1",1168,"7","jason-galloway","Week 8"
7,"Texas A&M","6-0",1218,"6","jason-galloway","Week 8"
8,"Wisconsin","4-2",935,"8","jason-galloway","Week 8"
9,"Baylor","6-0",1021,"11","jason-galloway","Week 8"
10,"Nebraska","6-0",1037,"10","jason-galloway","Week 8"
11,"Florida State","5-2",733,"14","jason-galloway","Week 8"
12,"Tennessee","5-2",550,"9","jason-galloway","Week 8"
13,"Houston","6-1",766,"13","jason-galloway","Week 8"
14,"Oklahoma","4-2",612,"19","jason-galloway","Week 8"
15,"Western Michigan","7-0",285,"24","jason-galloway","Week 8"
16,"West Virginia","5-0",744,"20","jason-galloway","Week 8"
17,"Florida","5-1",626,"18","jason-galloway","Week 8"
18,"Arkansas","5-2",584,"22","jason-galloway","Week 8"
19,"Auburn","4-2",277,"23","jason-galloway","Week 8"
20,"Utah","6-1",479,"21","jason-galloway","Week 8"
21,"Boise State","6-0",694,"15","jason-galloway","Week 8"
22,"Mississippi","3-3",188,"12","jason-galloway","Week 8"
23,"South Florida","6-1",31,"-","jason-galloway","Week 8"
24,"LSU","4-2",123,"-","jason-galloway","Week 8"
25,"Colorado","5-2",110,"-","jason-galloway","Week 8"
1,"Alabama","7-0",1524,"1","jeff-miller","Week 8"
2,"Michigan","6-0",1368,"4","jeff-miller","Week 8"
3,"Ohio State","6-0",1457,"2","jeff-miller","Week 8"
4,"Clemson","7-0",1337,"3","jeff-miller","Week 8"
5,"Louisville","5-1",1168,"7","jeff-miller","Week 8"
6,"Washington","6-0",1304,"5","jeff-miller","Week 8"
7,"Texas A&M","6-0",1218,"6","jeff-miller","Week 8"
8,"Nebraska","6-0",1037,"10","jeff-miller","Week 8"
9,"Wisconsin","4-2",935,"8","jeff-miller","Week 8"
10,"Baylor","6-0",1021,"11","jeff-miller","Week 8"
11,"Houston","6-1",766,"13","jeff-miller","Week 8"
12,"Oklahoma","4-2",612,"19","jeff-miller","Week 8"
13,"Arkansas","5-2",584,"22","jeff-miller","Week 8"
14,"North Carolina","5-2",254,"-","jeff-miller","Week 8"
15,"Tennessee","5-2",550,"9","jeff-miller","Week 8"
16,"Florida","5-1",626,"18","jeff-miller","Week 8"
17,"Florida State","5-2",733,"14","jeff-miller","Week 8"
18,"Western Michigan","7-0",285,"24","jeff-miller","Week 8"
19,"Boise State","6-0",694,"15","jeff-miller","Week 8"
20,"Utah","6-1",479,"21","jeff-miller","Week 8"
21,"West Virginia","5-0",744,"20","jeff-miller","Week 8"
22,"Auburn","4-2",277,"23","jeff-miller","Week 8"
23,"Navy","4-1",163,"25","jeff-miller","Week 8"
24,"USC","4-3",5,"-","jeff-miller","Week 8"
25,"Mississippi","3-3",188,"12","jeff-miller","Week 8"
1,"Alabama","7-0",1524,"1","jerry-dipaola","Week 8"
2,"Ohio State","6-0",1457,"2","jerry-dipaola","Week 8"
3,"Michigan","6-0",1368,"4","jerry-dipaola","Week 8"
4,"Clemson","7-0",1337,"3","jerry-dipaola","Week 8"
5,"Washington","6-0",1304,"5","jerry-dipaola","Week 8"
6,"Texas A&M","6-0",1218,"6","jerry-dipaola","Week 8"
7,"Louisville","5-1",1168,"7","jerry-dipaola","Week 8"
8,"Baylor","6-0",1021,"11","jerry-dipaola","Week 8"
9,"Houston","6-1",766,"13","jerry-dipaola","Week 8"
10,"Nebraska","6-0",1037,"10","jerry-dipaola","Week 8"
11,"Florida State","5-2",733,"14","jerry-dipaola","Week 8"
12,"Florida","5-1",626,"18","jerry-dipaola","Week 8"
13,"Oklahoma","4-2",612,"19","jerry-dipaola","Week 8"
14,"West Virginia","5-0",744,"20","jerry-dipaola","Week 8"
15,"Wisconsin","4-2",935,"8","jerry-dipaola","Week 8"
16,"Utah","6-1",479,"21","jerry-dipaola","Week 8"
17,"Arkansas","5-2",584,"22","jerry-dipaola","Week 8"
18,"Auburn","4-2",277,"23","jerry-dipaola","Week 8"
19,"Boise State","6-0",694,"15","jerry-dipaola","Week 8"
20,"North Carolina","5-2",254,"-","jerry-dipaola","Week 8"
21,"Miami","4-2",69,"16","jerry-dipaola","Week 8"
22,"LSU","4-2",123,"-","jerry-dipaola","Week 8"
23,"Oklahoma State","4-2",47,"-","jerry-dipaola","Week 8"
24,"Western Michigan","7-0",285,"24","jerry-dipaola","Week 8"
25,"Colorado","5-2",110,"-","jerry-dipaola","Week 8"
1,"Alabama","7-0",1524,"1","jimmy-burch","Week 8"
2,"Ohio State","6-0",1457,"2","jimmy-burch","Week 8"
3,"Clemson","7-0",1337,"3","jimmy-burch","Week 8"
4,"Michigan","6-0",1368,"4","jimmy-burch","Week 8"
5,"Washington","6-0",1304,"5","jimmy-burch","Week 8"
6,"Texas A&M","6-0",1218,"6","jimmy-burch","Week 8"
7,"Louisville","5-1",1168,"7","jimmy-burch","Week 8"
8,"Nebraska","6-0",1037,"10","jimmy-burch","Week 8"
9,"Baylor","6-0",1021,"11","jimmy-burch","Week 8"
10,"Florida","5-1",626,"18","jimmy-burch","Week 8"
11,"West Virginia","5-0",744,"20","jimmy-burch","Week 8"
12,"Houston","6-1",766,"13","jimmy-burch","Week 8"
13,"Wisconsin","4-2",935,"8","jimmy-burch","Week 8"
14,"Florida State","5-2",733,"14","jimmy-burch","Week 8"
15,"Oklahoma","4-2",612,"19","jimmy-burch","Week 8"
16,"Utah","6-1",479,"21","jimmy-burch","Week 8"
17,"Arkansas","5-2",584,"22","jimmy-burch","Week 8"
18,"North Carolina","5-2",254,"-","jimmy-burch","Week 8"
19,"Tennessee","5-2",550,"9","jimmy-burch","Week 8"
20,"Boise State","6-0",694,"15","jimmy-burch","Week 8"
21,"Colorado","5-2",110,"-","jimmy-burch","Week 8"
22,"Western Michigan","7-0",285,"24","jimmy-burch","Week 8"
23,"Navy","4-1",163,"25","jimmy-burch","Week 8"
24,"Oklahoma State","4-2",47,"-","jimmy-burch","Week 8"
25,"South Florida","6-1",31,"-","jimmy-burch","Week 8"
1,"Alabama","7-0",1524,"1","joe-dubin","Week 8"
2,"Ohio State","6-0",1457,"2","joe-dubin","Week 8"
3,"Clemson","7-0",1337,"3","joe-dubin","Week 8"
4,"Michigan","6-0",1368,"4","joe-dubin","Week 8"
5,"Texas A&M","6-0",1218,"6","joe-dubin","Week 8"
6,"Washington","6-0",1304,"5","joe-dubin","Week 8"
7,"Louisville","5-1",1168,"7","joe-dubin","Week 8"
8,"Nebraska","6-0",1037,"10","joe-dubin","Week 8"
9,"Wisconsin","4-2",935,"8","joe-dubin","Week 8"
10,"Baylor","6-0",1021,"11","joe-dubin","Week 8"
11,"West Virginia","5-0",744,"20","joe-dubin","Week 8"
12,"Boise State","6-0",694,"15","joe-dubin","Week 8"
13,"Florida State","5-2",733,"14","joe-dubin","Week 8"
14,"Arkansas","5-2",584,"22","joe-dubin","Week 8"
15,"Houston","6-1",766,"13","joe-dubin","Week 8"
16,"Tennessee","5-2",550,"9","joe-dubin","Week 8"
17,"Florida","5-1",626,"18","joe-dubin","Week 8"
18,"Oklahoma","4-2",612,"19","joe-dubin","Week 8"
19,"North Carolina","5-2",254,"-","joe-dubin","Week 8"
20,"Utah","6-1",479,"21","joe-dubin","Week 8"
21,"Miami","4-2",69,"16","joe-dubin","Week 8"
22,"Auburn","4-2",277,"23","joe-dubin","Week 8"
23,"Western Michigan","7-0",285,"24","joe-dubin","Week 8"
24,"Navy","4-1",163,"25","joe-dubin","Week 8"
25,"LSU","4-2",123,"-","joe-dubin","Week 8"
1,"Alabama","7-0",1524,"1","joe-walljasper","Week 8"
2,"Ohio State","6-0",1457,"2","joe-walljasper","Week 8"
3,"Washington","6-0",1304,"5","joe-walljasper","Week 8"
4,"Michigan","6-0",1368,"4","joe-walljasper","Week 8"
5,"Clemson","7-0",1337,"3","joe-walljasper","Week 8"
6,"Louisville","5-1",1168,"7","joe-walljasper","Week 8"
7,"Texas A&M","6-0",1218,"6","joe-walljasper","Week 8"
8,"Wisconsin","4-2",935,"8","joe-walljasper","Week 8"
9,"Florida State","5-2",733,"14","joe-walljasper","Week 8"
10,"Baylor","6-0",1021,"11","joe-walljasper","Week 8"
11,"West Virginia","5-0",744,"20","joe-walljasper","Week 8"
12,"Nebraska","6-0",1037,"10","joe-walljasper","Week 8"
13,"Houston","6-1",766,"13","joe-walljasper","Week 8"
14,"Tennessee","5-2",550,"9","joe-walljasper","Week 8"
15,"Florida","5-1",626,"18","joe-walljasper","Week 8"
16,"Oklahoma","4-2",612,"19","joe-walljasper","Week 8"
17,"LSU","4-2",123,"-","joe-walljasper","Week 8"
18,"Boise State","6-0",694,"15","joe-walljasper","Week 8"
19,"Arkansas","5-2",584,"22","joe-walljasper","Week 8"
20,"Mississippi","3-3",188,"12","joe-walljasper","Week 8"
21,"Auburn","4-2",277,"23","joe-walljasper","Week 8"
22,"North Carolina","5-2",254,"-","joe-walljasper","Week 8"
23,"Utah","6-1",479,"21","joe-walljasper","Week 8"
24,"Western Michigan","7-0",285,"24","joe-walljasper","Week 8"
25,"North Carolina State","4-2",4,"-","joe-walljasper","Week 8"
1,"Alabama","7-0",1524,"1","joey-knight","Week 8"
2,"Ohio State","6-0",1457,"2","joey-knight","Week 8"
3,"Clemson","7-0",1337,"3","joey-knight","Week 8"
4,"Michigan","6-0",1368,"4","joey-knight","Week 8"
5,"Washington","6-0",1304,"5","joey-knight","Week 8"
6,"Louisville","5-1",1168,"7","joey-knight","Week 8"
7,"Texas A&M","6-0",1218,"6","joey-knight","Week 8"
8,"Nebraska","6-0",1037,"10","joey-knight","Week 8"
9,"Baylor","6-0",1021,"11","joey-knight","Week 8"
10,"Houston","6-1",766,"13","joey-knight","Week 8"
11,"Wisconsin","4-2",935,"8","joey-knight","Week 8"
12,"Utah","6-1",479,"21","joey-knight","Week 8"
13,"Florida State","5-2",733,"14","joey-knight","Week 8"
14,"Tennessee","5-2",550,"9","joey-knight","Week 8"
15,"West Virginia","5-0",744,"20","joey-knight","Week 8"
16,"Oklahoma","4-2",612,"19","joey-knight","Week 8"
17,"Arkansas","5-2",584,"22","joey-knight","Week 8"
18,"Boise State","6-0",694,"15","joey-knight","Week 8"
19,"Florida","5-1",626,"18","joey-knight","Week 8"
20,"North Carolina","5-2",254,"-","joey-knight","Week 8"
21,"Auburn","4-2",277,"23","joey-knight","Week 8"
22,"Colorado","5-2",110,"-","joey-knight","Week 8"
23,"LSU","4-2",123,"-","joey-knight","Week 8"
24,"Virginia Tech","4-2",38,"17","joey-knight","Week 8"
25,"South Florida","6-1",31,"-","joey-knight","Week 8"
1,"Alabama","7-0",1524,"1","john-clay","Week 8"
2,"Ohio State","6-0",1457,"2","john-clay","Week 8"
3,"Washington","6-0",1304,"5","john-clay","Week 8"
4,"Michigan","6-0",1368,"4","john-clay","Week 8"
5,"Clemson","7-0",1337,"3","john-clay","Week 8"
6,"Louisville","5-1",1168,"7","john-clay","Week 8"
7,"Texas A&M","6-0",1218,"6","john-clay","Week 8"
8,"Wisconsin","4-2",935,"8","john-clay","Week 8"
9,"Nebraska","6-0",1037,"10","john-clay","Week 8"
10,"Baylor","6-0",1021,"11","john-clay","Week 8"
11,"Houston","6-1",766,"13","john-clay","Week 8"
12,"Tennessee","5-2",550,"9","john-clay","Week 8"
13,"Florida","5-1",626,"18","john-clay","Week 8"
14,"Boise State","6-0",694,"15","john-clay","Week 8"
15,"Florida State","5-2",733,"14","john-clay","Week 8"
16,"Arkansas","5-2",584,"22","john-clay","Week 8"
17,"Utah","6-1",479,"21","john-clay","Week 8"
18,"Oklahoma","4-2",612,"19","john-clay","Week 8"
19,"West Virginia","5-0",744,"20","john-clay","Week 8"
20,"Auburn","4-2",277,"23","john-clay","Week 8"
21,"Mississippi","3-3",188,"12","john-clay","Week 8"
22,"Washington State","4-2",39,"-","john-clay","Week 8"
23,"Miami","4-2",69,"16","john-clay","Week 8"
24,"Western Michigan","7-0",285,"24","john-clay","Week 8"
25,"North Carolina","5-2",254,"-","john-clay","Week 8"
1,"Alabama","7-0",1524,"1","john-shinn","Week 8"
2,"Ohio State","6-0",1457,"2","john-shinn","Week 8"
3,"Michigan","6-0",1368,"4","john-shinn","Week 8"
4,"Texas A&M","6-0",1218,"6","john-shinn","Week 8"
5,"Clemson","7-0",1337,"3","john-shinn","Week 8"
6,"Washington","6-0",1304,"5","john-shinn","Week 8"
7,"Louisville","5-1",1168,"7","john-shinn","Week 8"
8,"Nebraska","6-0",1037,"10","john-shinn","Week 8"
9,"Baylor","6-0",1021,"11","john-shinn","Week 8"
10,"Wisconsin","4-2",935,"8","john-shinn","Week 8"
11,"West Virginia","5-0",744,"20","john-shinn","Week 8"
12,"Boise State","6-0",694,"15","john-shinn","Week 8"
13,"Utah","6-1",479,"21","john-shinn","Week 8"
14,"Navy","4-1",163,"25","john-shinn","Week 8"
15,"Houston","6-1",766,"13","john-shinn","Week 8"
16,"Oklahoma","4-2",612,"19","john-shinn","Week 8"
17,"Florida","5-1",626,"18","john-shinn","Week 8"
18,"Arkansas","5-2",584,"22","john-shinn","Week 8"
19,"North Carolina","5-2",254,"-","john-shinn","Week 8"
20,"Florida State","5-2",733,"14","john-shinn","Week 8"
21,"Western Michigan","7-0",285,"24","john-shinn","Week 8"
22,"Oklahoma State","4-2",47,"-","john-shinn","Week 8"
23,"Auburn","4-2",277,"23","john-shinn","Week 8"
24,"Tennessee","5-2",550,"9","john-shinn","Week 8"
25,"USC","4-3",5,"-","john-shinn","Week 8"
1,"Alabama","7-0",1524,"1","jon-wilner","Week 8"
2,"Ohio State","6-0",1457,"2","jon-wilner","Week 8"
3,"Clemson","7-0",1337,"3","jon-wilner","Week 8"
4,"Texas A&M","6-0",1218,"6","jon-wilner","Week 8"
5,"Michigan","6-0",1368,"4","jon-wilner","Week 8"
6,"Louisville","5-1",1168,"7","jon-wilner","Week 8"
7,"Wisconsin","4-2",935,"8","jon-wilner","Week 8"
8,"Washington","6-0",1304,"5","jon-wilner","Week 8"
9,"Arkansas","5-2",584,"22","jon-wilner","Week 8"
10,"Houston","6-1",766,"13","jon-wilner","Week 8"
11,"Oklahoma","4-2",612,"19","jon-wilner","Week 8"
12,"Tennessee","5-2",550,"9","jon-wilner","Week 8"
13,"Boise State","6-0",694,"15","jon-wilner","Week 8"
14,"Nebraska","6-0",1037,"10","jon-wilner","Week 8"
15,"Florida State","5-2",733,"14","jon-wilner","Week 8"
16,"Colorado","5-2",110,"-","jon-wilner","Week 8"
17,"Florida","5-1",626,"18","jon-wilner","Week 8"
18,"Navy","4-1",163,"25","jon-wilner","Week 8"
19,"North Carolina","5-2",254,"-","jon-wilner","Week 8"
20,"Baylor","6-0",1021,"11","jon-wilner","Week 8"
21,"Utah","6-1",479,"21","jon-wilner","Week 8"
22,"West Virginia","5-0",744,"20","jon-wilner","Week 8"
23,"Auburn","4-2",277,"23","jon-wilner","Week 8"
24,"Western Michigan","7-0",285,"24","jon-wilner","Week 8"
25,"Washington State","4-2",39,"-","jon-wilner","Week 8"
1,"Alabama","7-0",1524,"1","jonny-miller","Week 8"
2,"Ohio State","6-0",1457,"2","jonny-miller","Week 8"
3,"Michigan","6-0",1368,"4","jonny-miller","Week 8"
4,"Washington","6-0",1304,"5","jonny-miller","Week 8"
5,"Clemson","7-0",1337,"3","jonny-miller","Week 8"
6,"Texas A&M","6-0",1218,"6","jonny-miller","Week 8"
7,"Louisville","5-1",1168,"7","jonny-miller","Week 8"
8,"Baylor","6-0",1021,"11","jonny-miller","Week 8"
9,"Nebraska","6-0",1037,"10","jonny-miller","Week 8"
10,"Oklahoma","4-2",612,"19","jonny-miller","Week 8"
11,"Houston","6-1",766,"13","jonny-miller","Week 8"
12,"Florida","5-1",626,"18","jonny-miller","Week 8"
13,"West Virginia","5-0",744,"20","jonny-miller","Week 8"
14,"Wisconsin","4-2",935,"8","jonny-miller","Week 8"
15,"Boise State","6-0",694,"15","jonny-miller","Week 8"
16,"Utah","6-1",479,"21","jonny-miller","Week 8"
17,"Oklahoma State","4-2",47,"-","jonny-miller","Week 8"
18,"North Carolina","5-2",254,"-","jonny-miller","Week 8"
19,"Iowa","5-2",7,"-","jonny-miller","Week 8"
20,"Navy","4-1",163,"25","jonny-miller","Week 8"
21,"Colorado","5-2",110,"-","jonny-miller","Week 8"
22,"Western Michigan","7-0",285,"24","jonny-miller","Week 8"
23,"Tennessee","5-2",550,"9","jonny-miller","Week 8"
24,"USC","4-3",5,"-","jonny-miller","Week 8"
25,"Washington State","4-2",39,"-","jonny-miller","Week 8"
1,"Alabama","7-0",1524,"1","josh-kendall","Week 8"
2,"Washington","6-0",1304,"5","josh-kendall","Week 8"
3,"Michigan","6-0",1368,"4","josh-kendall","Week 8"
4,"Ohio State","6-0",1457,"2","josh-kendall","Week 8"
5,"Clemson","7-0",1337,"3","josh-kendall","Week 8"
6,"Wisconsin","4-2",935,"8","josh-kendall","Week 8"
7,"Texas A&M","6-0",1218,"6","josh-kendall","Week 8"
8,"Nebraska","6-0",1037,"10","josh-kendall","Week 8"
9,"Baylor","6-0",1021,"11","josh-kendall","Week 8"
10,"Florida State","5-2",733,"14","josh-kendall","Week 8"
11,"Oklahoma","4-2",612,"19","josh-kendall","Week 8"
12,"Louisville","5-1",1168,"7","josh-kendall","Week 8"
13,"Arkansas","5-2",584,"22","josh-kendall","Week 8"
14,"Mississippi","3-3",188,"12","josh-kendall","Week 8"
15,"Tennessee","5-2",550,"9","josh-kendall","Week 8"
16,"LSU","4-2",123,"-","josh-kendall","Week 8"
17,"Florida","5-1",626,"18","josh-kendall","Week 8"
18,"West Virginia","5-0",744,"20","josh-kendall","Week 8"
19,"Auburn","4-2",277,"23","josh-kendall","Week 8"
20,"Boise State","6-0",694,"15","josh-kendall","Week 8"
21,"Colorado","5-2",110,"-","josh-kendall","Week 8"
22,"Western Michigan","7-0",285,"24","josh-kendall","Week 8"
23,"Utah","6-1",479,"21","josh-kendall","Week 8"
24,"North Carolina","5-2",254,"-","josh-kendall","Week 8"
25,"Houston","6-1",766,"13","josh-kendall","Week 8"
1,"Alabama","7-0",1524,"1","keith-sargeant","Week 8"
2,"Ohio State","6-0",1457,"2","keith-sargeant","Week 8"
3,"Michigan","6-0",1368,"4","keith-sargeant","Week 8"
4,"Clemson","7-0",1337,"3","keith-sargeant","Week 8"
5,"Texas A&M","6-0",1218,"6","keith-sargeant","Week 8"
6,"Washington","6-0",1304,"5","keith-sargeant","Week 8"
7,"Louisville","5-1",1168,"7","keith-sargeant","Week 8"
8,"Nebraska","6-0",1037,"10","keith-sargeant","Week 8"
9,"West Virginia","5-0",744,"20","keith-sargeant","Week 8"
10,"Baylor","6-0",1021,"11","keith-sargeant","Week 8"
11,"Wisconsin","4-2",935,"8","keith-sargeant","Week 8"
12,"Houston","6-1",766,"13","keith-sargeant","Week 8"
13,"Western Michigan","7-0",285,"24","keith-sargeant","Week 8"
14,"Boise State","6-0",694,"15","keith-sargeant","Week 8"
15,"Florida","5-1",626,"18","keith-sargeant","Week 8"
16,"Utah","6-1",479,"21","keith-sargeant","Week 8"
17,"Tennessee","5-2",550,"9","keith-sargeant","Week 8"
18,"North Carolina","5-2",254,"-","keith-sargeant","Week 8"
19,"Florida State","5-2",733,"14","keith-sargeant","Week 8"
20,"Oklahoma","4-2",612,"19","keith-sargeant","Week 8"
21,"Arkansas","5-2",584,"22","keith-sargeant","Week 8"
22,"Colorado","5-2",110,"-","keith-sargeant","Week 8"
23,"Auburn","4-2",277,"23","keith-sargeant","Week 8"
24,"Navy","4-1",163,"25","keith-sargeant","Week 8"
25,"South Florida","6-1",31,"-","keith-sargeant","Week 8"
1,"Alabama","7-0",1524,"1","kirk-bohls","Week 8"
2,"Ohio State","6-0",1457,"2","kirk-bohls","Week 8"
3,"Michigan","6-0",1368,"4","kirk-bohls","Week 8"
4,"Washington","6-0",1304,"5","kirk-bohls","Week 8"
5,"Clemson","7-0",1337,"3","kirk-bohls","Week 8"
6,"Texas A&M","6-0",1218,"6","kirk-bohls","Week 8"
7,"Boise State","6-0",694,"15","kirk-bohls","Week 8"
8,"Baylor","6-0",1021,"11","kirk-bohls","Week 8"
9,"Louisville","5-1",1168,"7","kirk-bohls","Week 8"
10,"North Carolina","5-2",254,"-","kirk-bohls","Week 8"
11,"Nebraska","6-0",1037,"10","kirk-bohls","Week 8"
12,"Florida State","5-2",733,"14","kirk-bohls","Week 8"
13,"West Virginia","5-0",744,"20","kirk-bohls","Week 8"
14,"Western Michigan","7-0",285,"24","kirk-bohls","Week 8"
15,"Navy","4-1",163,"25","kirk-bohls","Week 8"
16,"Houston","6-1",766,"13","kirk-bohls","Week 8"
17,"Miami","4-2",69,"16","kirk-bohls","Week 8"
18,"Tennessee","5-2",550,"9","kirk-bohls","Week 8"
19,"Wisconsin","4-2",935,"8","kirk-bohls","Week 8"
20,"Florida","5-1",626,"18","kirk-bohls","Week 8"
21,"Oklahoma","4-2",612,"19","kirk-bohls","Week 8"
22,"Utah","6-1",479,"21","kirk-bohls","Week 8"
23,"Virginia Tech","4-2",38,"17","kirk-bohls","Week 8"
24,"Arkansas","5-2",584,"22","kirk-bohls","Week 8"
25,"Washington State","4-2",39,"-","kirk-bohls","Week 8"
1,"Alabama","7-0",1524,"1","mandy-mitchell","Week 8"
2,"Ohio State","6-0",1457,"2","mandy-mitchell","Week 8"
3,"Clemson","7-0",1337,"3","mandy-mitchell","Week 8"
4,"Michigan","6-0",1368,"4","mandy-mitchell","Week 8"
5,"Washington","6-0",1304,"5","mandy-mitchell","Week 8"
6,"Texas A&M","6-0",1218,"6","mandy-mitchell","Week 8"
7,"Louisville","5-1",1168,"7","mandy-mitchell","Week 8"
8,"Nebraska","6-0",1037,"10","mandy-mitchell","Week 8"
