"Rank","Team","Record","Points","PV.Rank","Voter","Week"
6,"Wisconsin","10-2",1237,"5","garland-gillen","Week 14"
7,"Penn State","10-2",1118,"8","garland-gillen","Week 14"
8,"Washington","11-1",1298,"6","garland-gillen","Week 14"
9,"Oklahoma","9-2",1141,"7","garland-gillen","Week 14"
10,"Colorado","10-2",1035,"9","garland-gillen","Week 14"
11,"Western Michigan","12-0",807,"14","garland-gillen","Week 14"
12,"Oklahoma State","9-2",931,"10","garland-gillen","Week 14"
13,"Florida State","9-3",847,"15","garland-gillen","Week 14"
14,"West Virginia","9-2",726,"19","garland-gillen","Week 14"
15,"Auburn","8-4",423,"16","garland-gillen","Week 14"
16,"Stanford","9-3",452,"-","garland-gillen","Week 14"
17,"Florida","8-3",471,"13","garland-gillen","Week 14"
18,"LSU","7-4",338,"25","garland-gillen","Week 14"
19,"Louisville","9-3",468,"11","garland-gillen","Week 14"
20,"Navy","9-2",387,"-","garland-gillen","Week 14"
21,"Iowa","8-4",217,"-","garland-gillen","Week 14"
22,"Nebraska","9-3",181,"17","garland-gillen","Week 14"
23,"Virginia Tech","9-3",420,"-","garland-gillen","Week 14"
24,"Pittsburgh","8-4",168,"-","garland-gillen","Week 14"
25,"South Florida","10-2",168,"-","garland-gillen","Week 14"
1,"Alabama","12-0",1525,"1","garry-smits","Week 14"
2,"Ohio State","11-1",1456,"2","garry-smits","Week 14"
3,"Clemson","11-1",1383,"4","garry-smits","Week 14"
4,"Oklahoma","9-2",1141,"7","garry-smits","Week 14"
5,"Michigan","10-2",1264,"3","garry-smits","Week 14"
6,"Wisconsin","10-2",1237,"5","garry-smits","Week 14"
7,"Penn State","10-2",1118,"8","garry-smits","Week 14"
8,"Washington","11-1",1298,"6","garry-smits","Week 14"
9,"Western Michigan","12-0",807,"14","garry-smits","Week 14"
10,"Colorado","10-2",1035,"9","garry-smits","Week 14"
11,"Florida State","9-3",847,"15","garry-smits","Week 14"
12,"Oklahoma State","9-2",931,"10","garry-smits","Week 14"
13,"West Virginia","9-2",726,"19","garry-smits","Week 14"
14,"USC","9-3",948,"12","garry-smits","Week 14"
15,"Virginia Tech","9-3",420,"-","garry-smits","Week 14"
16,"South Florida","10-2",168,"-","garry-smits","Week 14"
17,"Navy","9-2",387,"-","garry-smits","Week 14"
18,"Florida","8-3",471,"13","garry-smits","Week 14"
19,"Auburn","8-4",423,"16","garry-smits","Week 14"
20,"Louisville","9-3",468,"11","garry-smits","Week 14"
21,"LSU","7-4",338,"25","garry-smits","Week 14"
22,"Boise State","10-2",92,"20","garry-smits","Week 14"
23,"Miami","8-4",5,"-","garry-smits","Week 14"
24,"Pittsburgh","8-4",168,"-","garry-smits","Week 14"
25,"Iowa","8-4",217,"-","garry-smits","Week 14"
1,"Alabama","12-0",1525,"1","gary-horowitz","Week 14"
2,"Ohio State","11-1",1456,"2","gary-horowitz","Week 14"
3,"Clemson","11-1",1383,"4","gary-horowitz","Week 14"
4,"Michigan","10-2",1264,"3","gary-horowitz","Week 14"
5,"Washington","11-1",1298,"6","gary-horowitz","Week 14"
6,"Penn State","10-2",1118,"8","gary-horowitz","Week 14"
7,"Wisconsin","10-2",1237,"5","gary-horowitz","Week 14"
8,"Oklahoma","9-2",1141,"7","gary-horowitz","Week 14"
9,"Colorado","10-2",1035,"9","gary-horowitz","Week 14"
10,"USC","9-3",948,"12","gary-horowitz","Week 14"
11,"Western Michigan","12-0",807,"14","gary-horowitz","Week 14"
12,"Florida State","9-3",847,"15","gary-horowitz","Week 14"
13,"Oklahoma State","9-2",931,"10","gary-horowitz","Week 14"
14,"West Virginia","9-2",726,"19","gary-horowitz","Week 14"
15,"Virginia Tech","9-3",420,"-","gary-horowitz","Week 14"
16,"Stanford","9-3",452,"-","gary-horowitz","Week 14"
17,"Iowa","8-4",217,"-","gary-horowitz","Week 14"
18,"Navy","9-2",387,"-","gary-horowitz","Week 14"
19,"Louisville","9-3",468,"11","gary-horowitz","Week 14"
20,"Pittsburgh","8-4",168,"-","gary-horowitz","Week 14"
21,"LSU","7-4",338,"25","gary-horowitz","Week 14"
22,"Auburn","8-4",423,"16","gary-horowitz","Week 14"
23,"Air Force","9-3",22,"-","gary-horowitz","Week 14"
24,"Boise State","10-2",92,"20","gary-horowitz","Week 14"
25,"Houston","9-3",98,"18","gary-horowitz","Week 14"
1,"Alabama","12-0",1525,"1","graham-watson","Week 14"
2,"Ohio State","11-1",1456,"2","graham-watson","Week 14"
3,"Clemson","11-1",1383,"4","graham-watson","Week 14"
4,"Wisconsin","10-2",1237,"5","graham-watson","Week 14"
5,"Penn State","10-2",1118,"8","graham-watson","Week 14"
6,"Washington","11-1",1298,"6","graham-watson","Week 14"
7,"Michigan","10-2",1264,"3","graham-watson","Week 14"
8,"Colorado","10-2",1035,"9","graham-watson","Week 14"
9,"Oklahoma","9-2",1141,"7","graham-watson","Week 14"
10,"USC","9-3",948,"12","graham-watson","Week 14"
11,"Oklahoma State","9-2",931,"10","graham-watson","Week 14"
12,"Western Michigan","12-0",807,"14","graham-watson","Week 14"
13,"Florida State","9-3",847,"15","graham-watson","Week 14"
14,"West Virginia","9-2",726,"19","graham-watson","Week 14"
15,"Louisville","9-3",468,"11","graham-watson","Week 14"
16,"Virginia Tech","9-3",420,"-","graham-watson","Week 14"
17,"Navy","9-2",387,"-","graham-watson","Week 14"
18,"Utah","8-4",88,"21","graham-watson","Week 14"
19,"Auburn","8-4",423,"16","graham-watson","Week 14"
20,"Florida","8-3",471,"13","graham-watson","Week 14"
21,"South Florida","10-2",168,"-","graham-watson","Week 14"
22,"Pittsburgh","8-4",168,"-","graham-watson","Week 14"
23,"Boise State","10-2",92,"20","graham-watson","Week 14"
24,"Houston","9-3",98,"18","graham-watson","Week 14"
25,"Nebraska","9-3",181,"17","graham-watson","Week 14"
1,"Alabama","12-0",1525,"1","jason-galloway","Week 14"
2,"Ohio State","11-1",1456,"2","jason-galloway","Week 14"
3,"Clemson","11-1",1383,"4","jason-galloway","Week 14"
4,"Michigan","10-2",1264,"3","jason-galloway","Week 14"
5,"Wisconsin","10-2",1237,"5","jason-galloway","Week 14"
6,"Washington","11-1",1298,"6","jason-galloway","Week 14"
7,"Penn State","10-2",1118,"8","jason-galloway","Week 14"
8,"Colorado","10-2",1035,"9","jason-galloway","Week 14"
9,"Oklahoma","9-2",1141,"7","jason-galloway","Week 14"
10,"Western Michigan","12-0",807,"14","jason-galloway","Week 14"
11,"Oklahoma State","9-2",931,"10","jason-galloway","Week 14"
12,"USC","9-3",948,"12","jason-galloway","Week 14"
13,"Florida State","9-3",847,"15","jason-galloway","Week 14"
14,"Florida","8-3",471,"13","jason-galloway","Week 14"
15,"LSU","7-4",338,"25","jason-galloway","Week 14"
16,"West Virginia","9-2",726,"19","jason-galloway","Week 14"
17,"Auburn","8-4",423,"16","jason-galloway","Week 14"
18,"Louisville","9-3",468,"11","jason-galloway","Week 14"
19,"Stanford","9-3",452,"-","jason-galloway","Week 14"
20,"Virginia Tech","9-3",420,"-","jason-galloway","Week 14"
21,"Pittsburgh","8-4",168,"-","jason-galloway","Week 14"
22,"Iowa","8-4",217,"-","jason-galloway","Week 14"
23,"South Florida","10-2",168,"-","jason-galloway","Week 14"
24,"Nebraska","9-3",181,"17","jason-galloway","Week 14"
25,"Georgia Tech","8-4",2,"-","jason-galloway","Week 14"
1,"Alabama","12-0",1525,"1","jeff-miller","Week 14"
2,"Ohio State","11-1",1456,"2","jeff-miller","Week 14"
3,"Clemson","11-1",1383,"4","jeff-miller","Week 14"
4,"Michigan","10-2",1264,"3","jeff-miller","Week 14"
5,"Wisconsin","10-2",1237,"5","jeff-miller","Week 14"
6,"USC","9-3",948,"12","jeff-miller","Week 14"
7,"Oklahoma","9-2",1141,"7","jeff-miller","Week 14"
8,"Washington","11-1",1298,"6","jeff-miller","Week 14"
9,"Colorado","10-2",1035,"9","jeff-miller","Week 14"
10,"Penn State","10-2",1118,"8","jeff-miller","Week 14"
11,"Florida State","9-3",847,"15","jeff-miller","Week 14"
12,"Western Michigan","12-0",807,"14","jeff-miller","Week 14"
13,"West Virginia","9-2",726,"19","jeff-miller","Week 14"
14,"Oklahoma State","9-2",931,"10","jeff-miller","Week 14"
15,"Auburn","8-4",423,"16","jeff-miller","Week 14"
16,"Florida","8-3",471,"13","jeff-miller","Week 14"
17,"Iowa","8-4",217,"-","jeff-miller","Week 14"
18,"Navy","9-2",387,"-","jeff-miller","Week 14"
19,"Utah","8-4",88,"21","jeff-miller","Week 14"
20,"LSU","7-4",338,"25","jeff-miller","Week 14"
21,"Washington State","8-4",35,"23","jeff-miller","Week 14"
22,"Stanford","9-3",452,"-","jeff-miller","Week 14"
23,"Boise State","10-2",92,"20","jeff-miller","Week 14"
24,"Virginia Tech","9-3",420,"-","jeff-miller","Week 14"
25,"Louisville","9-3",468,"11","jeff-miller","Week 14"
1,"Alabama","12-0",1525,"1","jerry-dipaola","Week 14"
2,"Ohio State","11-1",1456,"2","jerry-dipaola","Week 14"
3,"Clemson","11-1",1383,"4","jerry-dipaola","Week 14"
4,"Washington","11-1",1298,"6","jerry-dipaola","Week 14"
5,"Michigan","10-2",1264,"3","jerry-dipaola","Week 14"
6,"Wisconsin","10-2",1237,"5","jerry-dipaola","Week 14"
7,"Oklahoma","9-2",1141,"7","jerry-dipaola","Week 14"
8,"Penn State","10-2",1118,"8","jerry-dipaola","Week 14"
9,"Oklahoma State","9-2",931,"10","jerry-dipaola","Week 14"
10,"Colorado","10-2",1035,"9","jerry-dipaola","Week 14"
11,"USC","9-3",948,"12","jerry-dipaola","Week 14"
12,"Florida State","9-3",847,"15","jerry-dipaola","Week 14"
13,"Louisville","9-3",468,"11","jerry-dipaola","Week 14"
14,"West Virginia","9-2",726,"19","jerry-dipaola","Week 14"
15,"Stanford","9-3",452,"-","jerry-dipaola","Week 14"
16,"Western Michigan","12-0",807,"14","jerry-dipaola","Week 14"
17,"Florida","8-3",471,"13","jerry-dipaola","Week 14"
18,"Auburn","8-4",423,"16","jerry-dipaola","Week 14"
19,"LSU","7-4",338,"25","jerry-dipaola","Week 14"
20,"Tennessee","8-4",12,"24","jerry-dipaola","Week 14"
21,"Utah","8-4",88,"21","jerry-dipaola","Week 14"
22,"Navy","9-2",387,"-","jerry-dipaola","Week 14"
23,"Virginia Tech","9-3",420,"-","jerry-dipaola","Week 14"
24,"Houston","9-3",98,"18","jerry-dipaola","Week 14"
25,"Pittsburgh","8-4",168,"-","jerry-dipaola","Week 14"
1,"Alabama","12-0",1525,"1","jimmy-burch","Week 14"
2,"Ohio State","11-1",1456,"2","jimmy-burch","Week 14"
3,"Clemson","11-1",1383,"4","jimmy-burch","Week 14"
4,"Washington","11-1",1298,"6","jimmy-burch","Week 14"
5,"Michigan","10-2",1264,"3","jimmy-burch","Week 14"
6,"Wisconsin","10-2",1237,"5","jimmy-burch","Week 14"
7,"Oklahoma","9-2",1141,"7","jimmy-burch","Week 14"
8,"Penn State","10-2",1118,"8","jimmy-burch","Week 14"
9,"Colorado","10-2",1035,"9","jimmy-burch","Week 14"
10,"Oklahoma State","9-2",931,"10","jimmy-burch","Week 14"
11,"Western Michigan","12-0",807,"14","jimmy-burch","Week 14"
12,"USC","9-3",948,"12","jimmy-burch","Week 14"
13,"West Virginia","9-2",726,"19","jimmy-burch","Week 14"
14,"Florida State","9-3",847,"15","jimmy-burch","Week 14"
15,"Florida","8-3",471,"13","jimmy-burch","Week 14"
16,"Louisville","9-3",468,"11","jimmy-burch","Week 14"
17,"Virginia Tech","9-3",420,"-","jimmy-burch","Week 14"
18,"Navy","9-2",387,"-","jimmy-burch","Week 14"
19,"Auburn","8-4",423,"16","jimmy-burch","Week 14"
20,"LSU","7-4",338,"25","jimmy-burch","Week 14"
21,"Temple","9-3",21,"-","jimmy-burch","Week 14"
22,"Stanford","9-3",452,"-","jimmy-burch","Week 14"
23,"South Florida","10-2",168,"-","jimmy-burch","Week 14"
24,"Nebraska","9-3",181,"17","jimmy-burch","Week 14"
25,"Utah","8-4",88,"21","jimmy-burch","Week 14"
1,"Alabama","12-0",1525,"1","joe-dubin","Week 14"
2,"Ohio State","11-1",1456,"2","joe-dubin","Week 14"
3,"Clemson","11-1",1383,"4","joe-dubin","Week 14"
4,"Washington","11-1",1298,"6","joe-dubin","Week 14"
5,"Wisconsin","10-2",1237,"5","joe-dubin","Week 14"
6,"Penn State","10-2",1118,"8","joe-dubin","Week 14"
7,"Colorado","10-2",1035,"9","joe-dubin","Week 14"
8,"Oklahoma","9-2",1141,"7","joe-dubin","Week 14"
9,"Michigan","10-2",1264,"3","joe-dubin","Week 14"
10,"Oklahoma State","9-2",931,"10","joe-dubin","Week 14"
11,"USC","9-3",948,"12","joe-dubin","Week 14"
12,"Florida State","9-3",847,"15","joe-dubin","Week 14"
13,"West Virginia","9-2",726,"19","joe-dubin","Week 14"
14,"Western Michigan","12-0",807,"14","joe-dubin","Week 14"
15,"Navy","9-2",387,"-","joe-dubin","Week 14"
16,"Virginia Tech","9-3",420,"-","joe-dubin","Week 14"
17,"LSU","7-4",338,"25","joe-dubin","Week 14"
18,"Stanford","9-3",452,"-","joe-dubin","Week 14"
19,"Nebraska","9-3",181,"17","joe-dubin","Week 14"
20,"Auburn","8-4",423,"16","joe-dubin","Week 14"
21,"Louisville","9-3",468,"11","joe-dubin","Week 14"
22,"Florida","8-3",471,"13","joe-dubin","Week 14"
23,"Iowa","8-4",217,"-","joe-dubin","Week 14"
24,"South Florida","10-2",168,"-","joe-dubin","Week 14"
25,"Pittsburgh","8-4",168,"-","joe-dubin","Week 14"
1,"Alabama","12-0",1525,"1","joe-walljasper","Week 14"
2,"Ohio State","11-1",1456,"2","joe-walljasper","Week 14"
3,"Clemson","11-1",1383,"4","joe-walljasper","Week 14"
4,"Washington","11-1",1298,"6","joe-walljasper","Week 14"
5,"Michigan","10-2",1264,"3","joe-walljasper","Week 14"
6,"Penn State","10-2",1118,"8","joe-walljasper","Week 14"
7,"Oklahoma","9-2",1141,"7","joe-walljasper","Week 14"
8,"Wisconsin","10-2",1237,"5","joe-walljasper","Week 14"
9,"USC","9-3",948,"12","joe-walljasper","Week 14"
10,"Colorado","10-2",1035,"9","joe-walljasper","Week 14"
11,"Oklahoma State","9-2",931,"10","joe-walljasper","Week 14"
12,"Florida State","9-3",847,"15","joe-walljasper","Week 14"
13,"LSU","7-4",338,"25","joe-walljasper","Week 14"
14,"West Virginia","9-2",726,"19","joe-walljasper","Week 14"
15,"Virginia Tech","9-3",420,"-","joe-walljasper","Week 14"
16,"Stanford","9-3",452,"-","joe-walljasper","Week 14"
17,"Auburn","8-4",423,"16","joe-walljasper","Week 14"
18,"Western Michigan","12-0",807,"14","joe-walljasper","Week 14"
19,"Florida","8-3",471,"13","joe-walljasper","Week 14"
20,"Louisville","9-3",468,"11","joe-walljasper","Week 14"
21,"Navy","9-2",387,"-","joe-walljasper","Week 14"
22,"Pittsburgh","8-4",168,"-","joe-walljasper","Week 14"
23,"Utah","8-4",88,"21","joe-walljasper","Week 14"
24,"Iowa","8-4",217,"-","joe-walljasper","Week 14"
25,"South Florida","10-2",168,"-","joe-walljasper","Week 14"
1,"Alabama","12-0",1525,"1","joey-knight","Week 14"
2,"Ohio State","11-1",1456,"2","joey-knight","Week 14"
3,"Clemson","11-1",1383,"4","joey-knight","Week 14"
4,"Wisconsin","10-2",1237,"5","joey-knight","Week 14"
5,"Washington","11-1",1298,"6","joey-knight","Week 14"
6,"Oklahoma","9-2",1141,"7","joey-knight","Week 14"
7,"Michigan","10-2",1264,"3","joey-knight","Week 14"
8,"Penn State","10-2",1118,"8","joey-knight","Week 14"
9,"USC","9-3",948,"12","joey-knight","Week 14"
10,"Colorado","10-2",1035,"9","joey-knight","Week 14"
11,"Florida State","9-3",847,"15","joey-knight","Week 14"
12,"Oklahoma State","9-2",931,"10","joey-knight","Week 14"
13,"Western Michigan","12-0",807,"14","joey-knight","Week 14"
14,"West Virginia","9-2",726,"19","joey-knight","Week 14"
15,"Iowa","8-4",217,"-","joey-knight","Week 14"
16,"Navy","9-2",387,"-","joey-knight","Week 14"
17,"Florida","8-3",471,"13","joey-knight","Week 14"
18,"Houston","9-3",98,"18","joey-knight","Week 14"
19,"Virginia Tech","9-3",420,"-","joey-knight","Week 14"
20,"Stanford","9-3",452,"-","joey-knight","Week 14"
21,"South Florida","10-2",168,"-","joey-knight","Week 14"
22,"Auburn","8-4",423,"16","joey-knight","Week 14"
23,"LSU","7-4",338,"25","joey-knight","Week 14"
24,"Louisville","9-3",468,"11","joey-knight","Week 14"
25,"Pittsburgh","8-4",168,"-","joey-knight","Week 14"
1,"Alabama","12-0",1525,"1","john-clay","Week 14"
2,"Ohio State","11-1",1456,"2","john-clay","Week 14"
3,"Clemson","11-1",1383,"4","john-clay","Week 14"
4,"Michigan","10-2",1264,"3","john-clay","Week 14"
5,"Wisconsin","10-2",1237,"5","john-clay","Week 14"
6,"Washington","11-1",1298,"6","john-clay","Week 14"
7,"Oklahoma","9-2",1141,"7","john-clay","Week 14"
8,"Penn State","10-2",1118,"8","john-clay","Week 14"
9,"Florida State","9-3",847,"15","john-clay","Week 14"
10,"Colorado","10-2",1035,"9","john-clay","Week 14"
11,"USC","9-3",948,"12","john-clay","Week 14"
12,"Oklahoma State","9-2",931,"10","john-clay","Week 14"
13,"West Virginia","9-2",726,"19","john-clay","Week 14"
14,"Western Michigan","12-0",807,"14","john-clay","Week 14"
15,"Florida","8-3",471,"13","john-clay","Week 14"
16,"Auburn","8-4",423,"16","john-clay","Week 14"
17,"Louisville","9-3",468,"11","john-clay","Week 14"
18,"Utah","8-4",88,"21","john-clay","Week 14"
19,"Washington State","8-4",35,"23","john-clay","Week 14"
20,"Stanford","9-3",452,"-","john-clay","Week 14"
21,"Navy","9-2",387,"-","john-clay","Week 14"
22,"Nebraska","9-3",181,"17","john-clay","Week 14"
23,"Virginia Tech","9-3",420,"-","john-clay","Week 14"
24,"LSU","7-4",338,"25","john-clay","Week 14"
25,"Air Force","9-3",22,"-","john-clay","Week 14"
1,"Alabama","12-0",1525,"1","john-shinn","Week 14"
2,"Ohio State","11-1",1456,"2","john-shinn","Week 14"
3,"Clemson","11-1",1383,"4","john-shinn","Week 14"
4,"Washington","11-1",1298,"6","john-shinn","Week 14"
5,"Wisconsin","10-2",1237,"5","john-shinn","Week 14"
6,"Michigan","10-2",1264,"3","john-shinn","Week 14"
7,"Oklahoma","9-2",1141,"7","john-shinn","Week 14"
8,"Penn State","10-2",1118,"8","john-shinn","Week 14"
9,"Colorado","10-2",1035,"9","john-shinn","Week 14"
10,"Oklahoma State","9-2",931,"10","john-shinn","Week 14"
11,"USC","9-3",948,"12","john-shinn","Week 14"
12,"Florida State","9-3",847,"15","john-shinn","Week 14"
13,"Western Michigan","12-0",807,"14","john-shinn","Week 14"
14,"West Virginia","9-2",726,"19","john-shinn","Week 14"
15,"Auburn","8-4",423,"16","john-shinn","Week 14"
16,"LSU","7-4",338,"25","john-shinn","Week 14"
17,"Navy","9-2",387,"-","john-shinn","Week 14"
18,"Louisville","9-3",468,"11","john-shinn","Week 14"
19,"Florida","8-3",471,"13","john-shinn","Week 14"
20,"Iowa","8-4",217,"-","john-shinn","Week 14"
21,"Pittsburgh","8-4",168,"-","john-shinn","Week 14"
22,"Stanford","9-3",452,"-","john-shinn","Week 14"
23,"Virginia Tech","9-3",420,"-","john-shinn","Week 14"
24,"Nebraska","9-3",181,"17","john-shinn","Week 14"
25,"South Florida","10-2",168,"-","john-shinn","Week 14"
1,"Alabama","12-0",1525,"1","jon-wilner","Week 14"
2,"Ohio State","11-1",1456,"2","jon-wilner","Week 14"
3,"Michigan","10-2",1264,"3","jon-wilner","Week 14"
4,"Clemson","11-1",1383,"4","jon-wilner","Week 14"
5,"Washington","11-1",1298,"6","jon-wilner","Week 14"
6,"Wisconsin","10-2",1237,"5","jon-wilner","Week 14"
7,"Colorado","10-2",1035,"9","jon-wilner","Week 14"
8,"Penn State","10-2",1118,"8","jon-wilner","Week 14"
9,"USC","9-3",948,"12","jon-wilner","Week 14"
10,"Oklahoma","9-2",1141,"7","jon-wilner","Week 14"
11,"Florida State","9-3",847,"15","jon-wilner","Week 14"
12,"Louisville","9-3",468,"11","jon-wilner","Week 14"
13,"Oklahoma State","9-2",931,"10","jon-wilner","Week 14"
14,"Auburn","8-4",423,"16","jon-wilner","Week 14"
15,"Florida","8-3",471,"13","jon-wilner","Week 14"
16,"Western Michigan","12-0",807,"14","jon-wilner","Week 14"
17,"Houston","9-3",98,"18","jon-wilner","Week 14"
18,"LSU","7-4",338,"25","jon-wilner","Week 14"
19,"Iowa","8-4",217,"-","jon-wilner","Week 14"
20,"Navy","9-2",387,"-","jon-wilner","Week 14"
21,"Stanford","9-3",452,"-","jon-wilner","Week 14"
22,"Nebraska","9-3",181,"17","jon-wilner","Week 14"
23,"Texas A&M","8-4",33,"22","jon-wilner","Week 14"
24,"Virginia Tech","9-3",420,"-","jon-wilner","Week 14"
25,"Pittsburgh","8-4",168,"-","jon-wilner","Week 14"
1,"Alabama","12-0",1525,"1","jonny-miller","Week 14"
2,"Ohio State","11-1",1456,"2","jonny-miller","Week 14"
3,"Washington","11-1",1298,"6","jonny-miller","Week 14"
4,"Clemson","11-1",1383,"4","jonny-miller","Week 14"
5,"Wisconsin","10-2",1237,"5","jonny-miller","Week 14"
6,"Penn State","10-2",1118,"8","jonny-miller","Week 14"
7,"Michigan","10-2",1264,"3","jonny-miller","Week 14"
8,"Oklahoma","9-2",1141,"7","jonny-miller","Week 14"
9,"Colorado","10-2",1035,"9","jonny-miller","Week 14"
10,"Oklahoma State","9-2",931,"10","jonny-miller","Week 14"
11,"USC","9-3",948,"12","jonny-miller","Week 14"
12,"Florida State","9-3",847,"15","jonny-miller","Week 14"
13,"LSU","7-4",338,"25","jonny-miller","Week 14"
14,"West Virginia","9-2",726,"19","jonny-miller","Week 14"
15,"Western Michigan","12-0",807,"14","jonny-miller","Week 14"
16,"Stanford","9-3",452,"-","jonny-miller","Week 14"
17,"Virginia Tech","9-3",420,"-","jonny-miller","Week 14"
18,"Louisville","9-3",468,"11","jonny-miller","Week 14"
19,"Auburn","8-4",423,"16","jonny-miller","Week 14"
20,"Florida","8-3",471,"13","jonny-miller","Week 14"
21,"Navy","9-2",387,"-","jonny-miller","Week 14"
22,"Boise State","10-2",92,"20","jonny-miller","Week 14"
23,"Iowa","8-4",217,"-","jonny-miller","Week 14"
24,"Pittsburgh","8-4",168,"-","jonny-miller","Week 14"
25,"Nebraska","9-3",181,"17","jonny-miller","Week 14"
1,"Alabama","12-0",1525,"1","josh-kendall","Week 14"
2,"Wisconsin","10-2",1237,"5","josh-kendall","Week 14"
3,"Penn State","10-2",1118,"8","josh-kendall","Week 14"
4,"Ohio State","11-1",1456,"2","josh-kendall","Week 14"
5,"USC","9-3",948,"12","josh-kendall","Week 14"
6,"Washington","11-1",1298,"6","josh-kendall","Week 14"
7,"Clemson","11-1",1383,"4","josh-kendall","Week 14"
8,"Oklahoma","9-2",1141,"7","josh-kendall","Week 14"
9,"Michigan","10-2",1264,"3","josh-kendall","Week 14"
10,"Colorado","10-2",1035,"9","josh-kendall","Week 14"
11,"Florida State","9-3",847,"15","josh-kendall","Week 14"
12,"West Virginia","9-2",726,"19","josh-kendall","Week 14"
13,"Stanford","9-3",452,"-","josh-kendall","Week 14"
14,"Oklahoma State","9-2",931,"10","josh-kendall","Week 14"
15,"Iowa","8-4",217,"-","josh-kendall","Week 14"
16,"Washington State","8-4",35,"23","josh-kendall","Week 14"
17,"Auburn","8-4",423,"16","josh-kendall","Week 14"
18,"Florida","8-3",471,"13","josh-kendall","Week 14"
19,"Western Michigan","12-0",807,"14","josh-kendall","Week 14"
20,"LSU","7-4",338,"25","josh-kendall","Week 14"
21,"Utah","8-4",88,"21","josh-kendall","Week 14"
22,"Temple","9-3",21,"-","josh-kendall","Week 14"
23,"Navy","9-2",387,"-","josh-kendall","Week 14"
24,"Nebraska","9-3",181,"17","josh-kendall","Week 14"
25,"Air Force","9-3",22,"-","josh-kendall","Week 14"
1,"Alabama","12-0",1525,"1","keith-sargeant","Week 14"
2,"Ohio State","11-1",1456,"2","keith-sargeant","Week 14"
3,"Clemson","11-1",1383,"4","keith-sargeant","Week 14"
4,"Washington","11-1",1298,"6","keith-sargeant","Week 14"
5,"Michigan","10-2",1264,"3","keith-sargeant","Week 14"
6,"Wisconsin","10-2",1237,"5","keith-sargeant","Week 14"
7,"Penn State","10-2",1118,"8","keith-sargeant","Week 14"
8,"Western Michigan","12-0",807,"14","keith-sargeant","Week 14"
9,"Colorado","10-2",1035,"9","keith-sargeant","Week 14"
10,"Oklahoma","9-2",1141,"7","keith-sargeant","Week 14"
11,"Oklahoma State","9-2",931,"10","keith-sargeant","Week 14"
12,"USC","9-3",948,"12","keith-sargeant","Week 14"
13,"Florida State","9-3",847,"15","keith-sargeant","Week 14"
14,"West Virginia","9-2",726,"19","keith-sargeant","Week 14"
15,"Florida","8-3",471,"13","keith-sargeant","Week 14"
16,"Virginia Tech","9-3",420,"-","keith-sargeant","Week 14"
17,"Iowa","8-4",217,"-","keith-sargeant","Week 14"
18,"Nebraska","9-3",181,"17","keith-sargeant","Week 14"
19,"Auburn","8-4",423,"16","keith-sargeant","Week 14"
20,"LSU","7-4",338,"25","keith-sargeant","Week 14"
21,"Louisville","9-3",468,"11","keith-sargeant","Week 14"
22,"Navy","9-2",387,"-","keith-sargeant","Week 14"
23,"Temple","9-3",21,"-","keith-sargeant","Week 14"
24,"South Florida","10-2",168,"-","keith-sargeant","Week 14"
25,"Miami","8-4",5,"-","keith-sargeant","Week 14"
1,"Alabama","12-0",1525,"1","kirk-bohls","Week 14"
2,"Ohio State","11-1",1456,"2","kirk-bohls","Week 14"
3,"Penn State","10-2",1118,"8","kirk-bohls","Week 14"
4,"Wisconsin","10-2",1237,"5","kirk-bohls","Week 14"
5,"Washington","11-1",1298,"6","kirk-bohls","Week 14"
6,"Oklahoma","9-2",1141,"7","kirk-bohls","Week 14"
7,"Clemson","11-1",1383,"4","kirk-bohls","Week 14"
8,"USC","9-3",948,"12","kirk-bohls","Week 14"
9,"Michigan","10-2",1264,"3","kirk-bohls","Week 14"
10,"Colorado","10-2",1035,"9","kirk-bohls","Week 14"
11,"Western Michigan","12-0",807,"14","kirk-bohls","Week 14"
12,"Oklahoma State","9-2",931,"10","kirk-bohls","Week 14"
13,"Florida State","9-3",847,"15","kirk-bohls","Week 14"
14,"Pittsburgh","8-4",168,"-","kirk-bohls","Week 14"
15,"West Virginia","9-2",726,"19","kirk-bohls","Week 14"
16,"Iowa","8-4",217,"-","kirk-bohls","Week 14"
17,"Louisville","9-3",468,"11","kirk-bohls","Week 14"
18,"Virginia Tech","9-3",420,"-","kirk-bohls","Week 14"
19,"Stanford","9-3",452,"-","kirk-bohls","Week 14"
20,"Air Force","9-3",22,"-","kirk-bohls","Week 14"
21,"Boise State","10-2",92,"20","kirk-bohls","Week 14"
22,"Florida","8-3",471,"13","kirk-bohls","Week 14"
23,"South Florida","10-2",168,"-","kirk-bohls","Week 14"
24,"Navy","9-2",387,"-","kirk-bohls","Week 14"
25,"Auburn","8-4",423,"16","kirk-bohls","Week 14"
1,"Alabama","12-0",1525,"1","mandy-mitchell","Week 14"
2,"Ohio State","11-1",1456,"2","mandy-mitchell","Week 14"
3,"Clemson","11-1",1383,"4","mandy-mitchell","Week 14"
4,"Wisconsin","10-2",1237,"5","mandy-mitchell","Week 14"
5,"Washington","11-1",1298,"6","mandy-mitchell","Week 14"
6,"Michigan","10-2",1264,"3","mandy-mitchell","Week 14"
7,"Oklahoma","9-2",1141,"7","mandy-mitchell","Week 14"
