"Rank","Team","Record","Points","PV.Rank","Voter","Week"
6,"LSU","9-3",1269,"16","ferd-lewis","Pre-Season"
7,"Ohio State","12-1",1224,"4","ferd-lewis","Pre-Season"
8,"Tennessee","9-4",1021,"22","ferd-lewis","Pre-Season"
9,"Stanford","12-2",1029,"3","ferd-lewis","Pre-Season"
10,"Baylor","10-3",280,"13","ferd-lewis","Pre-Season"
11,"Notre Dame","10-3",1006,"11","ferd-lewis","Pre-Season"
12,"Mississippi","10-3",718,"10","ferd-lewis","Pre-Season"
13,"Michigan State","12-2",710,"6","ferd-lewis","Pre-Season"
14,"Georgia","10-3",448,"-","ferd-lewis","Pre-Season"
15,"USC","8-6",344,"-","ferd-lewis","Pre-Season"
16,"Oklahoma State","10-3",316,"20","ferd-lewis","Pre-Season"
17,"Houston","13-1",644,"8","ferd-lewis","Pre-Season"
18,"Iowa","12-2",484,"9","ferd-lewis","Pre-Season"
19,"Oregon","9-4",218,"19","ferd-lewis","Pre-Season"
20,"UCLA","8-5",496,"-","ferd-lewis","Pre-Season"
21,"Louisville","8-5",447,"-","ferd-lewis","Pre-Season"
22,"Washington","7-6",651,"-","ferd-lewis","Pre-Season"
23,"North Carolina","11-3",283,"15","ferd-lewis","Pre-Season"
24,"TCU","11-2",707,"7","ferd-lewis","Pre-Season"
25,"San Diego State","11-3",46,"-","ferd-lewis","Pre-Season"
1,"Alabama","14-1",1469,"1","garland-gillen","Pre-Season"
2,"LSU","9-3",1269,"16","garland-gillen","Pre-Season"
3,"Clemson","14-1",1443,"2","garland-gillen","Pre-Season"
4,"Oklahoma","11-2",1352,"5","garland-gillen","Pre-Season"
5,"Florida State","10-3",1325,"14","garland-gillen","Pre-Season"
6,"Ohio State","12-1",1224,"4","garland-gillen","Pre-Season"
7,"Michigan","10-3",1147,"12","garland-gillen","Pre-Season"
8,"Mississippi","10-3",718,"10","garland-gillen","Pre-Season"
9,"TCU","11-2",707,"7","garland-gillen","Pre-Season"
10,"Tennessee","9-4",1021,"22","garland-gillen","Pre-Season"
11,"Stanford","12-2",1029,"3","garland-gillen","Pre-Season"
12,"Michigan State","12-2",710,"6","garland-gillen","Pre-Season"
13,"UCLA","8-5",496,"-","garland-gillen","Pre-Season"
14,"Notre Dame","10-3",1006,"11","garland-gillen","Pre-Season"
15,"Houston","13-1",644,"8","garland-gillen","Pre-Season"
16,"Georgia","10-3",448,"-","garland-gillen","Pre-Season"
17,"Louisville","8-5",447,"-","garland-gillen","Pre-Season"
18,"Oregon","9-4",218,"19","garland-gillen","Pre-Season"
19,"Texas A&M","8-5",81,"-","garland-gillen","Pre-Season"
20,"Iowa","12-2",484,"9","garland-gillen","Pre-Season"
21,"Washington","7-6",651,"-","garland-gillen","Pre-Season"
22,"North Carolina","11-3",283,"15","garland-gillen","Pre-Season"
23,"Oklahoma State","10-3",316,"20","garland-gillen","Pre-Season"
24,"Florida","10-4",180,"25","garland-gillen","Pre-Season"
25,"Utah","10-3",74,"-","garland-gillen","Pre-Season"
1,"Clemson","14-1",1443,"2","gary-horowitz","Pre-Season"
2,"Alabama","14-1",1469,"1","gary-horowitz","Pre-Season"
3,"Oklahoma","11-2",1352,"5","gary-horowitz","Pre-Season"
4,"Ohio State","12-1",1224,"4","gary-horowitz","Pre-Season"
5,"Florida State","10-3",1325,"14","gary-horowitz","Pre-Season"
6,"LSU","9-3",1269,"16","gary-horowitz","Pre-Season"
7,"Michigan","10-3",1147,"12","gary-horowitz","Pre-Season"
8,"Tennessee","9-4",1021,"22","gary-horowitz","Pre-Season"
9,"Notre Dame","10-3",1006,"11","gary-horowitz","Pre-Season"
10,"Stanford","12-2",1029,"3","gary-horowitz","Pre-Season"
11,"Houston","13-1",644,"8","gary-horowitz","Pre-Season"
12,"Michigan State","12-2",710,"6","gary-horowitz","Pre-Season"
13,"Mississippi","10-3",718,"10","gary-horowitz","Pre-Season"
14,"Georgia","10-3",448,"-","gary-horowitz","Pre-Season"
15,"TCU","11-2",707,"7","gary-horowitz","Pre-Season"
16,"UCLA","8-5",496,"-","gary-horowitz","Pre-Season"
17,"Washington","7-6",651,"-","gary-horowitz","Pre-Season"
18,"Iowa","12-2",484,"9","gary-horowitz","Pre-Season"
19,"Oregon","9-4",218,"19","gary-horowitz","Pre-Season"
20,"San Diego State","11-3",46,"-","gary-horowitz","Pre-Season"
21,"Louisville","8-5",447,"-","gary-horowitz","Pre-Season"
22,"Baylor","10-3",280,"13","gary-horowitz","Pre-Season"
23,"USC","8-6",344,"-","gary-horowitz","Pre-Season"
24,"North Carolina","11-3",283,"15","gary-horowitz","Pre-Season"
25,"Boise State","9-4",49,"-","gary-horowitz","Pre-Season"
1,"Clemson","14-1",1443,"2","gary-smits","Pre-Season"
2,"Oklahoma","11-2",1352,"5","gary-smits","Pre-Season"
3,"LSU","9-3",1269,"16","gary-smits","Pre-Season"
4,"Florida State","10-3",1325,"14","gary-smits","Pre-Season"
5,"Alabama","14-1",1469,"1","gary-smits","Pre-Season"
6,"Stanford","12-2",1029,"3","gary-smits","Pre-Season"
7,"Michigan","10-3",1147,"12","gary-smits","Pre-Season"
8,"Tennessee","9-4",1021,"22","gary-smits","Pre-Season"
9,"Notre Dame","10-3",1006,"11","gary-smits","Pre-Season"
10,"Houston","13-1",644,"8","gary-smits","Pre-Season"
11,"Iowa","12-2",484,"9","gary-smits","Pre-Season"
12,"Ohio State","12-1",1224,"4","gary-smits","Pre-Season"
13,"Washington","7-6",651,"-","gary-smits","Pre-Season"
14,"Mississippi","10-3",718,"10","gary-smits","Pre-Season"
15,"Michigan State","12-2",710,"6","gary-smits","Pre-Season"
16,"USC","8-6",344,"-","gary-smits","Pre-Season"
17,"Georgia","10-3",448,"-","gary-smits","Pre-Season"
18,"TCU","11-2",707,"7","gary-smits","Pre-Season"
19,"Louisville","8-5",447,"-","gary-smits","Pre-Season"
20,"Oklahoma State","10-3",316,"20","gary-smits","Pre-Season"
21,"UCLA","8-5",496,"-","gary-smits","Pre-Season"
22,"North Carolina","11-3",283,"15","gary-smits","Pre-Season"
23,"Miami","8-5",159,"-","gary-smits","Pre-Season"
24,"Baylor","10-3",280,"13","gary-smits","Pre-Season"
25,"Arkansas","8-5",14,"-","gary-smits","Pre-Season"
1,"Alabama","14-1",1469,"1","graham-watson","Pre-Season"
2,"Florida State","10-3",1325,"14","graham-watson","Pre-Season"
3,"Oklahoma","11-2",1352,"5","graham-watson","Pre-Season"
4,"Ohio State","12-1",1224,"4","graham-watson","Pre-Season"
5,"Clemson","14-1",1443,"2","graham-watson","Pre-Season"
6,"Michigan","10-3",1147,"12","graham-watson","Pre-Season"
7,"LSU","9-3",1269,"16","graham-watson","Pre-Season"
8,"TCU","11-2",707,"7","graham-watson","Pre-Season"
9,"Notre Dame","10-3",1006,"11","graham-watson","Pre-Season"
10,"Tennessee","9-4",1021,"22","graham-watson","Pre-Season"
11,"Mississippi","10-3",718,"10","graham-watson","Pre-Season"
12,"Stanford","12-2",1029,"3","graham-watson","Pre-Season"
13,"Michigan State","12-2",710,"6","graham-watson","Pre-Season"
14,"Houston","13-1",644,"8","graham-watson","Pre-Season"
15,"Washington","7-6",651,"-","graham-watson","Pre-Season"
16,"UCLA","8-5",496,"-","graham-watson","Pre-Season"
17,"Louisville","8-5",447,"-","graham-watson","Pre-Season"
18,"Georgia","10-3",448,"-","graham-watson","Pre-Season"
19,"Baylor","10-3",280,"13","graham-watson","Pre-Season"
20,"North Carolina","11-3",283,"15","graham-watson","Pre-Season"
21,"Oregon","9-4",218,"19","graham-watson","Pre-Season"
22,"USC","8-6",344,"-","graham-watson","Pre-Season"
23,"Florida","10-4",180,"25","graham-watson","Pre-Season"
24,"Iowa","12-2",484,"9","graham-watson","Pre-Season"
25,"Oklahoma State","10-3",316,"20","graham-watson","Pre-Season"
1,"Alabama","14-1",1469,"1","jason-galloway","Pre-Season"
2,"Clemson","14-1",1443,"2","jason-galloway","Pre-Season"
3,"Florida State","10-3",1325,"14","jason-galloway","Pre-Season"
4,"Ohio State","12-1",1224,"4","jason-galloway","Pre-Season"
5,"Oklahoma","11-2",1352,"5","jason-galloway","Pre-Season"
6,"LSU","9-3",1269,"16","jason-galloway","Pre-Season"
7,"Stanford","12-2",1029,"3","jason-galloway","Pre-Season"
8,"Michigan","10-3",1147,"12","jason-galloway","Pre-Season"
9,"Notre Dame","10-3",1006,"11","jason-galloway","Pre-Season"
10,"Mississippi","10-3",718,"10","jason-galloway","Pre-Season"
11,"Michigan State","12-2",710,"6","jason-galloway","Pre-Season"
12,"Tennessee","9-4",1021,"22","jason-galloway","Pre-Season"
13,"Georgia","10-3",448,"-","jason-galloway","Pre-Season"
14,"Oklahoma State","10-3",316,"20","jason-galloway","Pre-Season"
15,"Iowa","12-2",484,"9","jason-galloway","Pre-Season"
16,"North Carolina","11-3",283,"15","jason-galloway","Pre-Season"
17,"TCU","11-2",707,"7","jason-galloway","Pre-Season"
18,"Baylor","10-3",280,"13","jason-galloway","Pre-Season"
19,"Oregon","9-4",218,"19","jason-galloway","Pre-Season"
20,"Miami","8-5",159,"-","jason-galloway","Pre-Season"
21,"Houston","13-1",644,"8","jason-galloway","Pre-Season"
22,"Louisville","8-5",447,"-","jason-galloway","Pre-Season"
23,"Washington","7-6",651,"-","jason-galloway","Pre-Season"
24,"USC","8-6",344,"-","jason-galloway","Pre-Season"
25,"UCLA","8-5",496,"-","jason-galloway","Pre-Season"
1,"Alabama","14-1",1469,"1","jeff-miller","Pre-Season"
2,"Clemson","14-1",1443,"2","jeff-miller","Pre-Season"
3,"Oklahoma","11-2",1352,"5","jeff-miller","Pre-Season"
4,"Florida State","10-3",1325,"14","jeff-miller","Pre-Season"
5,"Michigan","10-3",1147,"12","jeff-miller","Pre-Season"
6,"LSU","9-3",1269,"16","jeff-miller","Pre-Season"
7,"Ohio State","12-1",1224,"4","jeff-miller","Pre-Season"
8,"Stanford","12-2",1029,"3","jeff-miller","Pre-Season"
9,"Louisville","8-5",447,"-","jeff-miller","Pre-Season"
10,"TCU","11-2",707,"7","jeff-miller","Pre-Season"
11,"Tennessee","9-4",1021,"22","jeff-miller","Pre-Season"
12,"Notre Dame","10-3",1006,"11","jeff-miller","Pre-Season"
13,"Michigan State","12-2",710,"6","jeff-miller","Pre-Season"
14,"Washington","7-6",651,"-","jeff-miller","Pre-Season"
15,"Mississippi","10-3",718,"10","jeff-miller","Pre-Season"
16,"Baylor","10-3",280,"13","jeff-miller","Pre-Season"
17,"UCLA","8-5",496,"-","jeff-miller","Pre-Season"
18,"Texas A&M","8-5",81,"-","jeff-miller","Pre-Season"
19,"Georgia","10-3",448,"-","jeff-miller","Pre-Season"
20,"USC","8-6",344,"-","jeff-miller","Pre-Season"
21,"Houston","13-1",644,"8","jeff-miller","Pre-Season"
22,"Nebraska","6-7",11,"-","jeff-miller","Pre-Season"
23,"Washington State","9-4",68,"-","jeff-miller","Pre-Season"
24,"Oklahoma State","10-3",316,"20","jeff-miller","Pre-Season"
25,"Miami","8-5",159,"-","jeff-miller","Pre-Season"
1,"Florida State","10-3",1325,"14","jerry-dipaola","Pre-Season"
2,"Oklahoma","11-2",1352,"5","jerry-dipaola","Pre-Season"
3,"Alabama","14-1",1469,"1","jerry-dipaola","Pre-Season"
4,"Clemson","14-1",1443,"2","jerry-dipaola","Pre-Season"
5,"LSU","9-3",1269,"16","jerry-dipaola","Pre-Season"
6,"Stanford","12-2",1029,"3","jerry-dipaola","Pre-Season"
7,"Notre Dame","10-3",1006,"11","jerry-dipaola","Pre-Season"
8,"Ohio State","12-1",1224,"4","jerry-dipaola","Pre-Season"
9,"Georgia","10-3",448,"-","jerry-dipaola","Pre-Season"
10,"Tennessee","9-4",1021,"22","jerry-dipaola","Pre-Season"
11,"Michigan","10-3",1147,"12","jerry-dipaola","Pre-Season"
12,"USC","8-6",344,"-","jerry-dipaola","Pre-Season"
13,"Michigan State","12-2",710,"6","jerry-dipaola","Pre-Season"
14,"Oklahoma State","10-3",316,"20","jerry-dipaola","Pre-Season"
15,"North Carolina","11-3",283,"15","jerry-dipaola","Pre-Season"
16,"Texas A&M","8-5",81,"-","jerry-dipaola","Pre-Season"
17,"Washington","7-6",651,"-","jerry-dipaola","Pre-Season"
18,"Baylor","10-3",280,"13","jerry-dipaola","Pre-Season"
19,"Mississippi","10-3",718,"10","jerry-dipaola","Pre-Season"
20,"Oregon","9-4",218,"19","jerry-dipaola","Pre-Season"
21,"Houston","13-1",644,"8","jerry-dipaola","Pre-Season"
22,"Louisville","8-5",447,"-","jerry-dipaola","Pre-Season"
23,"Wisconsin","10-3",42,"-","jerry-dipaola","Pre-Season"
24,"TCU","11-2",707,"7","jerry-dipaola","Pre-Season"
25,"Miami","8-5",159,"-","jerry-dipaola","Pre-Season"
1,"Clemson","14-1",1443,"2","jimmy-burch","Pre-Season"
2,"Alabama","14-1",1469,"1","jimmy-burch","Pre-Season"
3,"Oklahoma","11-2",1352,"5","jimmy-burch","Pre-Season"
4,"Florida State","10-3",1325,"14","jimmy-burch","Pre-Season"
5,"LSU","9-3",1269,"16","jimmy-burch","Pre-Season"
6,"Stanford","12-2",1029,"3","jimmy-burch","Pre-Season"
7,"Michigan","10-3",1147,"12","jimmy-burch","Pre-Season"
8,"Ohio State","12-1",1224,"4","jimmy-burch","Pre-Season"
9,"Tennessee","9-4",1021,"22","jimmy-burch","Pre-Season"
10,"TCU","11-2",707,"7","jimmy-burch","Pre-Season"
11,"Notre Dame","10-3",1006,"11","jimmy-burch","Pre-Season"
12,"Washington","7-6",651,"-","jimmy-burch","Pre-Season"
13,"Houston","13-1",644,"8","jimmy-burch","Pre-Season"
14,"Miami","8-5",159,"-","jimmy-burch","Pre-Season"
15,"Mississippi","10-3",718,"10","jimmy-burch","Pre-Season"
16,"Michigan State","12-2",710,"6","jimmy-burch","Pre-Season"
17,"Oklahoma State","10-3",316,"20","jimmy-burch","Pre-Season"
18,"UCLA","8-5",496,"-","jimmy-burch","Pre-Season"
19,"USC","8-6",344,"-","jimmy-burch","Pre-Season"
20,"Louisville","8-5",447,"-","jimmy-burch","Pre-Season"
21,"Baylor","10-3",280,"13","jimmy-burch","Pre-Season"
22,"Oregon","9-4",218,"19","jimmy-burch","Pre-Season"
23,"Georgia","10-3",448,"-","jimmy-burch","Pre-Season"
24,"Iowa","12-2",484,"9","jimmy-burch","Pre-Season"
25,"Florida","10-4",180,"25","jimmy-burch","Pre-Season"
1,"Alabama","14-1",1469,"1","joe-dubin","Pre-Season"
2,"Clemson","14-1",1443,"2","joe-dubin","Pre-Season"
3,"Florida State","10-3",1325,"14","joe-dubin","Pre-Season"
4,"Oklahoma","11-2",1352,"5","joe-dubin","Pre-Season"
5,"LSU","9-3",1269,"16","joe-dubin","Pre-Season"
6,"Ohio State","12-1",1224,"4","joe-dubin","Pre-Season"
7,"TCU","11-2",707,"7","joe-dubin","Pre-Season"
8,"Tennessee","9-4",1021,"22","joe-dubin","Pre-Season"
9,"Michigan","10-3",1147,"12","joe-dubin","Pre-Season"
10,"Stanford","12-2",1029,"3","joe-dubin","Pre-Season"
11,"Louisville","8-5",447,"-","joe-dubin","Pre-Season"
12,"Notre Dame","10-3",1006,"11","joe-dubin","Pre-Season"
13,"Washington","7-6",651,"-","joe-dubin","Pre-Season"
14,"UCLA","8-5",496,"-","joe-dubin","Pre-Season"
15,"Iowa","12-2",484,"9","joe-dubin","Pre-Season"
16,"Mississippi","10-3",718,"10","joe-dubin","Pre-Season"
17,"Washington State","9-4",68,"-","joe-dubin","Pre-Season"
18,"Utah","10-3",74,"-","joe-dubin","Pre-Season"
19,"Michigan State","12-2",710,"6","joe-dubin","Pre-Season"
20,"Houston","13-1",644,"8","joe-dubin","Pre-Season"
21,"Texas A&M","8-5",81,"-","joe-dubin","Pre-Season"
22,"North Carolina","11-3",283,"15","joe-dubin","Pre-Season"
23,"Oklahoma State","10-3",316,"20","joe-dubin","Pre-Season"
24,"Florida","10-4",180,"25","joe-dubin","Pre-Season"
25,"Georgia","10-3",448,"-","joe-dubin","Pre-Season"
1,"Clemson","14-1",1443,"2","joe-walljasper","Pre-Season"
2,"Alabama","14-1",1469,"1","joe-walljasper","Pre-Season"
3,"Ohio State","12-1",1224,"4","joe-walljasper","Pre-Season"
4,"Oklahoma","11-2",1352,"5","joe-walljasper","Pre-Season"
5,"Florida State","10-3",1325,"14","joe-walljasper","Pre-Season"
6,"Michigan","10-3",1147,"12","joe-walljasper","Pre-Season"
7,"Notre Dame","10-3",1006,"11","joe-walljasper","Pre-Season"
8,"Stanford","12-2",1029,"3","joe-walljasper","Pre-Season"
9,"Tennessee","9-4",1021,"22","joe-walljasper","Pre-Season"
10,"Houston","13-1",644,"8","joe-walljasper","Pre-Season"
11,"LSU","9-3",1269,"16","joe-walljasper","Pre-Season"
12,"Michigan State","12-2",710,"6","joe-walljasper","Pre-Season"
13,"UCLA","8-5",496,"-","joe-walljasper","Pre-Season"
14,"Mississippi","10-3",718,"10","joe-walljasper","Pre-Season"
15,"Washington","7-6",651,"-","joe-walljasper","Pre-Season"
16,"North Carolina","11-3",283,"15","joe-walljasper","Pre-Season"
17,"Iowa","12-2",484,"9","joe-walljasper","Pre-Season"
18,"Florida","10-4",180,"25","joe-walljasper","Pre-Season"
19,"Louisville","8-5",447,"-","joe-walljasper","Pre-Season"
20,"TCU","11-2",707,"7","joe-walljasper","Pre-Season"
21,"Oregon","9-4",218,"19","joe-walljasper","Pre-Season"
22,"Oklahoma State","10-3",316,"20","joe-walljasper","Pre-Season"
23,"Miami","8-5",159,"-","joe-walljasper","Pre-Season"
24,"Arkansas","8-5",14,"-","joe-walljasper","Pre-Season"
25,"Boise State","9-4",49,"-","joe-walljasper","Pre-Season"
1,"Clemson","14-1",1443,"2","joey-knight","Pre-Season"
2,"Oklahoma","11-2",1352,"5","joey-knight","Pre-Season"
3,"LSU","9-3",1269,"16","joey-knight","Pre-Season"
4,"Alabama","14-1",1469,"1","joey-knight","Pre-Season"
5,"Florida State","10-3",1325,"14","joey-knight","Pre-Season"
6,"Ohio State","12-1",1224,"4","joey-knight","Pre-Season"
7,"TCU","11-2",707,"7","joey-knight","Pre-Season"
8,"Tennessee","9-4",1021,"22","joey-knight","Pre-Season"
9,"Michigan","10-3",1147,"12","joey-knight","Pre-Season"
10,"Louisville","8-5",447,"-","joey-knight","Pre-Season"
11,"Houston","13-1",644,"8","joey-knight","Pre-Season"
12,"Washington","7-6",651,"-","joey-knight","Pre-Season"
13,"Notre Dame","10-3",1006,"11","joey-knight","Pre-Season"
14,"Georgia","10-3",448,"-","joey-knight","Pre-Season"
15,"UCLA","8-5",496,"-","joey-knight","Pre-Season"
16,"Washington State","9-4",68,"-","joey-knight","Pre-Season"
17,"Mississippi","10-3",718,"10","joey-knight","Pre-Season"
18,"Stanford","12-2",1029,"3","joey-knight","Pre-Season"
19,"Michigan State","12-2",710,"6","joey-knight","Pre-Season"
20,"Florida","10-4",180,"25","joey-knight","Pre-Season"
21,"Miami","8-5",159,"-","joey-knight","Pre-Season"
22,"Oregon","9-4",218,"19","joey-knight","Pre-Season"
23,"Iowa","12-2",484,"9","joey-knight","Pre-Season"
24,"Oklahoma State","10-3",316,"20","joey-knight","Pre-Season"
25,"Boise State","9-4",49,"-","joey-knight","Pre-Season"
1,"Alabama","14-1",1469,"1","john-clay","Pre-Season"
2,"Clemson","14-1",1443,"2","john-clay","Pre-Season"
3,"Florida State","10-3",1325,"14","john-clay","Pre-Season"
4,"Oklahoma","11-2",1352,"5","john-clay","Pre-Season"
5,"LSU","9-3",1269,"16","john-clay","Pre-Season"
6,"Ohio State","12-1",1224,"4","john-clay","Pre-Season"
7,"Tennessee","9-4",1021,"22","john-clay","Pre-Season"
8,"Stanford","12-2",1029,"3","john-clay","Pre-Season"
9,"Michigan","10-3",1147,"12","john-clay","Pre-Season"
10,"Washington","7-6",651,"-","john-clay","Pre-Season"
11,"Notre Dame","10-3",1006,"11","john-clay","Pre-Season"
12,"TCU","11-2",707,"7","john-clay","Pre-Season"
13,"Iowa","12-2",484,"9","john-clay","Pre-Season"
14,"Louisville","8-5",447,"-","john-clay","Pre-Season"
15,"UCLA","8-5",496,"-","john-clay","Pre-Season"
16,"Mississippi","10-3",718,"10","john-clay","Pre-Season"
17,"Michigan State","12-2",710,"6","john-clay","Pre-Season"
18,"Houston","13-1",644,"8","john-clay","Pre-Season"
19,"Miami","8-5",159,"-","john-clay","Pre-Season"
20,"Georgia","10-3",448,"-","john-clay","Pre-Season"
21,"Washington State","9-4",68,"-","john-clay","Pre-Season"
22,"Texas","5-7",12,"-","john-clay","Pre-Season"
23,"North Carolina","11-3",283,"15","john-clay","Pre-Season"
24,"Oregon","9-4",218,"19","john-clay","Pre-Season"
25,"Pittsburgh","8-5",15,"-","john-clay","Pre-Season"
1,"Clemson","14-1",1443,"2","john-shinn","Pre-Season"
2,"Alabama","14-1",1469,"1","john-shinn","Pre-Season"
3,"Florida State","10-3",1325,"14","john-shinn","Pre-Season"
4,"Oklahoma","11-2",1352,"5","john-shinn","Pre-Season"
5,"LSU","9-3",1269,"16","john-shinn","Pre-Season"
6,"Notre Dame","10-3",1006,"11","john-shinn","Pre-Season"
7,"Stanford","12-2",1029,"3","john-shinn","Pre-Season"
8,"Ohio State","12-1",1224,"4","john-shinn","Pre-Season"
9,"Michigan","10-3",1147,"12","john-shinn","Pre-Season"
10,"Houston","13-1",644,"8","john-shinn","Pre-Season"
11,"Tennessee","9-4",1021,"22","john-shinn","Pre-Season"
12,"Michigan State","12-2",710,"6","john-shinn","Pre-Season"
13,"TCU","11-2",707,"7","john-shinn","Pre-Season"
14,"Washington","7-6",651,"-","john-shinn","Pre-Season"
15,"Mississippi","10-3",718,"10","john-shinn","Pre-Season"
16,"Louisville","8-5",447,"-","john-shinn","Pre-Season"
17,"UCLA","8-5",496,"-","john-shinn","Pre-Season"
18,"USC","8-6",344,"-","john-shinn","Pre-Season"
19,"Florida","10-4",180,"25","john-shinn","Pre-Season"
20,"North Carolina","11-3",283,"15","john-shinn","Pre-Season"
21,"Georgia","10-3",448,"-","john-shinn","Pre-Season"
22,"Iowa","12-2",484,"9","john-shinn","Pre-Season"
23,"Oregon","9-4",218,"19","john-shinn","Pre-Season"
24,"Oklahoma State","10-3",316,"20","john-shinn","Pre-Season"
25,"Baylor","10-3",280,"13","john-shinn","Pre-Season"
1,"Ohio State","12-1",1224,"4","jon-wilner","Pre-Season"
2,"LSU","9-3",1269,"16","jon-wilner","Pre-Season"
3,"Florida State","10-3",1325,"14","jon-wilner","Pre-Season"
4,"Alabama","14-1",1469,"1","jon-wilner","Pre-Season"
5,"Clemson","14-1",1443,"2","jon-wilner","Pre-Season"
6,"Notre Dame","10-3",1006,"11","jon-wilner","Pre-Season"
7,"Tennessee","9-4",1021,"22","jon-wilner","Pre-Season"
8,"Michigan","10-3",1147,"12","jon-wilner","Pre-Season"
9,"TCU","11-2",707,"7","jon-wilner","Pre-Season"
10,"Washington","7-6",651,"-","jon-wilner","Pre-Season"
11,"Oklahoma","11-2",1352,"5","jon-wilner","Pre-Season"
12,"Houston","13-1",644,"8","jon-wilner","Pre-Season"
13,"Stanford","12-2",1029,"3","jon-wilner","Pre-Season"
14,"Miami","8-5",159,"-","jon-wilner","Pre-Season"
15,"Louisville","8-5",447,"-","jon-wilner","Pre-Season"
16,"Iowa","12-2",484,"9","jon-wilner","Pre-Season"
17,"UCLA","8-5",496,"-","jon-wilner","Pre-Season"
18,"Oklahoma State","10-3",316,"20","jon-wilner","Pre-Season"
19,"Michigan State","12-2",710,"6","jon-wilner","Pre-Season"
20,"Oregon","9-4",218,"19","jon-wilner","Pre-Season"
21,"USC","8-6",344,"-","jon-wilner","Pre-Season"
22,"Texas","5-7",12,"-","jon-wilner","Pre-Season"
23,"San Diego State","11-3",46,"-","jon-wilner","Pre-Season"
24,"Washington State","9-4",68,"-","jon-wilner","Pre-Season"
25,"Texas A&M","8-5",81,"-","jon-wilner","Pre-Season"
1,"Clemson","14-1",1443,"2","jonny-miller","Pre-Season"
2,"LSU","9-3",1269,"16","jonny-miller","Pre-Season"
3,"Oklahoma","11-2",1352,"5","jonny-miller","Pre-Season"
4,"Florida State","10-3",1325,"14","jonny-miller","Pre-Season"
5,"Alabama","14-1",1469,"1","jonny-miller","Pre-Season"
6,"Stanford","12-2",1029,"3","jonny-miller","Pre-Season"
7,"Michigan","10-3",1147,"12","jonny-miller","Pre-Season"
8,"Notre Dame","10-3",1006,"11","jonny-miller","Pre-Season"
9,"Ohio State","12-1",1224,"4","jonny-miller","Pre-Season"
10,"Michigan State","12-2",710,"6","jonny-miller","Pre-Season"
11,"Mississippi","10-3",718,"10","jonny-miller","Pre-Season"
12,"USC","8-6",344,"-","jonny-miller","Pre-Season"
13,"Oklahoma State","10-3",316,"20","jonny-miller","Pre-Season"
14,"Tennessee","9-4",1021,"22","jonny-miller","Pre-Season"
15,"Washington","7-6",651,"-","jonny-miller","Pre-Season"
16,"Boise State","9-4",49,"-","jonny-miller","Pre-Season"
17,"Oregon","9-4",218,"19","jonny-miller","Pre-Season"
18,"Houston","13-1",644,"8","jonny-miller","Pre-Season"
19,"Georgia","10-3",448,"-","jonny-miller","Pre-Season"
20,"Louisville","8-5",447,"-","jonny-miller","Pre-Season"
21,"Iowa","12-2",484,"9","jonny-miller","Pre-Season"
22,"UCLA","8-5",496,"-","jonny-miller","Pre-Season"
23,"North Carolina","11-3",283,"15","jonny-miller","Pre-Season"
24,"Wisconsin","10-3",42,"-","jonny-miller","Pre-Season"
25,"Texas","5-7",12,"-","jonny-miller","Pre-Season"
1,"Florida State","10-3",1325,"14","josh-kendall","Pre-Season"
2,"Alabama","14-1",1469,"1","josh-kendall","Pre-Season"
3,"Clemson","14-1",1443,"2","josh-kendall","Pre-Season"
4,"Oklahoma","11-2",1352,"5","josh-kendall","Pre-Season"
5,"Michigan","10-3",1147,"12","josh-kendall","Pre-Season"
6,"LSU","9-3",1269,"16","josh-kendall","Pre-Season"
7,"Ohio State","12-1",1224,"4","josh-kendall","Pre-Season"
8,"TCU","11-2",707,"7","josh-kendall","Pre-Season"
9,"Stanford","12-2",1029,"3","josh-kendall","Pre-Season"
10,"Tennessee","9-4",1021,"22","josh-kendall","Pre-Season"
11,"Notre Dame","10-3",1006,"11","josh-kendall","Pre-Season"
12,"Houston","13-1",644,"8","josh-kendall","Pre-Season"
13,"Washington","7-6",651,"-","josh-kendall","Pre-Season"
14,"Mississippi","10-3",718,"10","josh-kendall","Pre-Season"
15,"North Carolina","11-3",283,"15","josh-kendall","Pre-Season"
16,"Michigan State","12-2",710,"6","josh-kendall","Pre-Season"
17,"Louisville","8-5",447,"-","josh-kendall","Pre-Season"
18,"Georgia","10-3",448,"-","josh-kendall","Pre-Season"
19,"UCLA","8-5",496,"-","josh-kendall","Pre-Season"
20,"Texas A&M","8-5",81,"-","josh-kendall","Pre-Season"
21,"Iowa","12-2",484,"9","josh-kendall","Pre-Season"
22,"Florida","10-4",180,"25","josh-kendall","Pre-Season"
23,"Utah","10-3",74,"-","josh-kendall","Pre-Season"
24,"Oregon","9-4",218,"19","josh-kendall","Pre-Season"
25,"Oklahoma State","10-3",316,"20","josh-kendall","Pre-Season"
1,"Alabama","14-1",1469,"1","keith-sargeant","Pre-Season"
2,"Clemson","14-1",1443,"2","keith-sargeant","Pre-Season"
3,"Florida State","10-3",1325,"14","keith-sargeant","Pre-Season"
4,"Oklahoma","11-2",1352,"5","keith-sargeant","Pre-Season"
5,"Ohio State","12-1",1224,"4","keith-sargeant","Pre-Season"
6,"LSU","9-3",1269,"16","keith-sargeant","Pre-Season"
7,"Michigan","10-3",1147,"12","keith-sargeant","Pre-Season"
