"Rank","Team","Record","Points","PV.Rank","Voter","Week"
8,"Baylor","6-0",1063,"9","mandy-mitchell","Week 9"
9,"West Virginia","6-0",997,"12","mandy-mitchell","Week 9"
10,"Wisconsin","5-2",980,"10","mandy-mitchell","Week 9"
11,"Texas A&M","6-1",1007,"6","mandy-mitchell","Week 9"
12,"Boise State","7-0",716,"14","mandy-mitchell","Week 9"
13,"Tennessee","5-2",572,"18","mandy-mitchell","Week 9"
14,"Florida","5-1",654,"15","mandy-mitchell","Week 9"
15,"Oklahoma","5-2",626,"16","mandy-mitchell","Week 9"
16,"Florida State","5-2",725,"13","mandy-mitchell","Week 9"
17,"North Carolina","6-2",328,"22","mandy-mitchell","Week 9"
18,"Utah","7-1",584,"19","mandy-mitchell","Week 9"
19,"Auburn","5-2",641,"21","mandy-mitchell","Week 9"
20,"Colorado","6-2",207,"-","mandy-mitchell","Week 9"
21,"LSU","5-2",352,"25","mandy-mitchell","Week 9"
22,"Western Michigan","8-0",349,"20","mandy-mitchell","Week 9"
23,"Navy","5-1",251,"24","mandy-mitchell","Week 9"
24,"Washington State","5-2",84,"-","mandy-mitchell","Week 9"
25,"Oklahoma State","5-2",62,"-","mandy-mitchell","Week 9"
1,"Alabama","8-0",1524,"1","marc-weiszer","Week 9"
2,"Michigan","7-0",1446,"3","marc-weiszer","Week 9"
3,"Washington","7-0",1373,"5","marc-weiszer","Week 9"
4,"Clemson","7-0",1382,"4","marc-weiszer","Week 9"
5,"Louisville","6-1",1276,"7","marc-weiszer","Week 9"
6,"Baylor","6-0",1063,"9","marc-weiszer","Week 9"
7,"Ohio State","6-1",1143,"2","marc-weiszer","Week 9"
8,"Texas A&M","6-1",1007,"6","marc-weiszer","Week 9"
9,"West Virginia","6-0",997,"12","marc-weiszer","Week 9"
10,"Nebraska","7-0",1083,"8","marc-weiszer","Week 9"
11,"Wisconsin","5-2",980,"10","marc-weiszer","Week 9"
12,"Boise State","7-0",716,"14","marc-weiszer","Week 9"
13,"Oklahoma","5-2",626,"16","marc-weiszer","Week 9"
14,"Tennessee","5-2",572,"18","marc-weiszer","Week 9"
15,"Florida","5-1",654,"15","marc-weiszer","Week 9"
16,"Florida State","5-2",725,"13","marc-weiszer","Week 9"
17,"Utah","7-1",584,"19","marc-weiszer","Week 9"
18,"Auburn","5-2",641,"21","marc-weiszer","Week 9"
19,"LSU","5-2",352,"25","marc-weiszer","Week 9"
20,"North Carolina","6-2",328,"22","marc-weiszer","Week 9"
21,"Western Michigan","8-0",349,"20","marc-weiszer","Week 9"
22,"Navy","5-1",251,"24","marc-weiszer","Week 9"
23,"Colorado","6-2",207,"-","marc-weiszer","Week 9"
24,"Penn State","5-2",193,"-","marc-weiszer","Week 9"
25,"Virginia Tech","5-2",110,"-","marc-weiszer","Week 9"
1,"Alabama","8-0",1524,"1","marq-burnett","Week 9"
2,"Michigan","7-0",1446,"3","marq-burnett","Week 9"
3,"Washington","7-0",1373,"5","marq-burnett","Week 9"
4,"Clemson","7-0",1382,"4","marq-burnett","Week 9"
5,"Louisville","6-1",1276,"7","marq-burnett","Week 9"
6,"Ohio State","6-1",1143,"2","marq-burnett","Week 9"
7,"West Virginia","6-0",997,"12","marq-burnett","Week 9"
8,"Nebraska","7-0",1083,"8","marq-burnett","Week 9"
9,"Baylor","6-0",1063,"9","marq-burnett","Week 9"
10,"Texas A&M","6-1",1007,"6","marq-burnett","Week 9"
11,"Wisconsin","5-2",980,"10","marq-burnett","Week 9"
12,"Boise State","7-0",716,"14","marq-burnett","Week 9"
13,"Utah","7-1",584,"19","marq-burnett","Week 9"
14,"Florida","5-1",654,"15","marq-burnett","Week 9"
15,"Florida State","5-2",725,"13","marq-burnett","Week 9"
16,"Tennessee","5-2",572,"18","marq-burnett","Week 9"
17,"North Carolina","6-2",328,"22","marq-burnett","Week 9"
18,"Oklahoma","5-2",626,"16","marq-burnett","Week 9"
19,"Auburn","5-2",641,"21","marq-burnett","Week 9"
20,"Western Michigan","8-0",349,"20","marq-burnett","Week 9"
21,"LSU","5-2",352,"25","marq-burnett","Week 9"
22,"Penn State","5-2",193,"-","marq-burnett","Week 9"
23,"Virginia Tech","5-2",110,"-","marq-burnett","Week 9"
24,"Navy","5-1",251,"24","marq-burnett","Week 9"
25,"Houston","6-2",67,"11","marq-burnett","Week 9"
1,"Alabama","8-0",1524,"1","matt-charboneau","Week 9"
2,"Clemson","7-0",1382,"4","matt-charboneau","Week 9"
3,"Michigan","7-0",1446,"3","matt-charboneau","Week 9"
4,"Washington","7-0",1373,"5","matt-charboneau","Week 9"
5,"Louisville","6-1",1276,"7","matt-charboneau","Week 9"
6,"Ohio State","6-1",1143,"2","matt-charboneau","Week 9"
7,"Baylor","6-0",1063,"9","matt-charboneau","Week 9"
8,"Nebraska","7-0",1083,"8","matt-charboneau","Week 9"
9,"Boise State","7-0",716,"14","matt-charboneau","Week 9"
10,"Wisconsin","5-2",980,"10","matt-charboneau","Week 9"
11,"Oklahoma","5-2",626,"16","matt-charboneau","Week 9"
12,"Florida State","5-2",725,"13","matt-charboneau","Week 9"
13,"Florida","5-1",654,"15","matt-charboneau","Week 9"
14,"West Virginia","6-0",997,"12","matt-charboneau","Week 9"
15,"LSU","5-2",352,"25","matt-charboneau","Week 9"
16,"Utah","7-1",584,"19","matt-charboneau","Week 9"
17,"Oklahoma State","5-2",62,"-","matt-charboneau","Week 9"
18,"Western Michigan","8-0",349,"20","matt-charboneau","Week 9"
19,"Texas A&M","6-1",1007,"6","matt-charboneau","Week 9"
20,"Auburn","5-2",641,"21","matt-charboneau","Week 9"
21,"Colorado","6-2",207,"-","matt-charboneau","Week 9"
22,"Tennessee","5-2",572,"18","matt-charboneau","Week 9"
23,"North Carolina","6-2",328,"22","matt-charboneau","Week 9"
24,"Navy","5-1",251,"24","matt-charboneau","Week 9"
25,"Houston","6-2",67,"11","matt-charboneau","Week 9"
1,"Alabama","8-0",1524,"1","matt-galloway","Week 9"
2,"Michigan","7-0",1446,"3","matt-galloway","Week 9"
3,"Clemson","7-0",1382,"4","matt-galloway","Week 9"
4,"Washington","7-0",1373,"5","matt-galloway","Week 9"
5,"Nebraska","7-0",1083,"8","matt-galloway","Week 9"
6,"Louisville","6-1",1276,"7","matt-galloway","Week 9"
7,"Texas A&M","6-1",1007,"6","matt-galloway","Week 9"
8,"Ohio State","6-1",1143,"2","matt-galloway","Week 9"
9,"Baylor","6-0",1063,"9","matt-galloway","Week 9"
10,"West Virginia","6-0",997,"12","matt-galloway","Week 9"
11,"Utah","7-1",584,"19","matt-galloway","Week 9"
12,"Wisconsin","5-2",980,"10","matt-galloway","Week 9"
13,"Auburn","5-2",641,"21","matt-galloway","Week 9"
14,"LSU","5-2",352,"25","matt-galloway","Week 9"
15,"Florida State","5-2",725,"13","matt-galloway","Week 9"
16,"Tennessee","5-2",572,"18","matt-galloway","Week 9"
17,"Oklahoma","5-2",626,"16","matt-galloway","Week 9"
18,"Florida","5-1",654,"15","matt-galloway","Week 9"
19,"Western Michigan","8-0",349,"20","matt-galloway","Week 9"
20,"North Carolina","6-2",328,"22","matt-galloway","Week 9"
21,"Navy","5-1",251,"24","matt-galloway","Week 9"
22,"Boise State","7-0",716,"14","matt-galloway","Week 9"
23,"Houston","6-2",67,"11","matt-galloway","Week 9"
24,"Troy","6-1",6,"-","matt-galloway","Week 9"
25,"Colorado","6-2",207,"-","matt-galloway","Week 9"
1,"Alabama","8-0",1524,"1","matt-mccoy","Week 9"
2,"Michigan","7-0",1446,"3","matt-mccoy","Week 9"
3,"Clemson","7-0",1382,"4","matt-mccoy","Week 9"
4,"Washington","7-0",1373,"5","matt-mccoy","Week 9"
5,"Louisville","6-1",1276,"7","matt-mccoy","Week 9"
6,"Nebraska","7-0",1083,"8","matt-mccoy","Week 9"
7,"Ohio State","6-1",1143,"2","matt-mccoy","Week 9"
8,"Baylor","6-0",1063,"9","matt-mccoy","Week 9"
9,"Texas A&M","6-1",1007,"6","matt-mccoy","Week 9"
10,"Wisconsin","5-2",980,"10","matt-mccoy","Week 9"
11,"West Virginia","6-0",997,"12","matt-mccoy","Week 9"
12,"Oklahoma","5-2",626,"16","matt-mccoy","Week 9"
13,"Boise State","7-0",716,"14","matt-mccoy","Week 9"
14,"Florida State","5-2",725,"13","matt-mccoy","Week 9"
15,"Tennessee","5-2",572,"18","matt-mccoy","Week 9"
16,"Florida","5-1",654,"15","matt-mccoy","Week 9"
17,"Utah","7-1",584,"19","matt-mccoy","Week 9"
18,"Auburn","5-2",641,"21","matt-mccoy","Week 9"
19,"LSU","5-2",352,"25","matt-mccoy","Week 9"
20,"North Carolina","6-2",328,"22","matt-mccoy","Week 9"
21,"Navy","5-1",251,"24","matt-mccoy","Week 9"
22,"Western Michigan","8-0",349,"20","matt-mccoy","Week 9"
23,"Penn State","5-2",193,"-","matt-mccoy","Week 9"
24,"Washington State","5-2",84,"-","matt-mccoy","Week 9"
25,"Houston","6-2",67,"11","matt-mccoy","Week 9"
1,"Alabama","8-0",1524,"1","matt-porter","Week 9"
2,"Michigan","7-0",1446,"3","matt-porter","Week 9"
3,"Washington","7-0",1373,"5","matt-porter","Week 9"
4,"Clemson","7-0",1382,"4","matt-porter","Week 9"
5,"Louisville","6-1",1276,"7","matt-porter","Week 9"
6,"Baylor","6-0",1063,"9","matt-porter","Week 9"
7,"Nebraska","7-0",1083,"8","matt-porter","Week 9"
8,"Ohio State","6-1",1143,"2","matt-porter","Week 9"
9,"Wisconsin","5-2",980,"10","matt-porter","Week 9"
10,"Texas A&M","6-1",1007,"6","matt-porter","Week 9"
11,"Auburn","5-2",641,"21","matt-porter","Week 9"
12,"West Virginia","6-0",997,"12","matt-porter","Week 9"
13,"Florida State","5-2",725,"13","matt-porter","Week 9"
14,"Boise State","7-0",716,"14","matt-porter","Week 9"
15,"Oklahoma","5-2",626,"16","matt-porter","Week 9"
16,"Tennessee","5-2",572,"18","matt-porter","Week 9"
17,"Florida","5-1",654,"15","matt-porter","Week 9"
18,"Utah","7-1",584,"19","matt-porter","Week 9"
19,"LSU","5-2",352,"25","matt-porter","Week 9"
20,"Penn State","5-2",193,"-","matt-porter","Week 9"
21,"Western Michigan","8-0",349,"20","matt-porter","Week 9"
22,"North Carolina","6-2",328,"22","matt-porter","Week 9"
23,"Colorado","6-2",207,"-","matt-porter","Week 9"
24,"Navy","5-1",251,"24","matt-porter","Week 9"
25,"Troy","6-1",6,"-","matt-porter","Week 9"
1,"Alabama","8-0",1524,"1","michael-bonner","Week 9"
2,"Michigan","7-0",1446,"3","michael-bonner","Week 9"
3,"Washington","7-0",1373,"5","michael-bonner","Week 9"
4,"Clemson","7-0",1382,"4","michael-bonner","Week 9"
5,"Texas A&M","6-1",1007,"6","michael-bonner","Week 9"
6,"Louisville","6-1",1276,"7","michael-bonner","Week 9"
7,"Ohio State","6-1",1143,"2","michael-bonner","Week 9"
8,"Nebraska","7-0",1083,"8","michael-bonner","Week 9"
9,"Wisconsin","5-2",980,"10","michael-bonner","Week 9"
10,"West Virginia","6-0",997,"12","michael-bonner","Week 9"
11,"Baylor","6-0",1063,"9","michael-bonner","Week 9"
12,"Boise State","7-0",716,"14","michael-bonner","Week 9"
13,"Auburn","5-2",641,"21","michael-bonner","Week 9"
14,"Tennessee","5-2",572,"18","michael-bonner","Week 9"
15,"Florida State","5-2",725,"13","michael-bonner","Week 9"
16,"Florida","5-1",654,"15","michael-bonner","Week 9"
17,"Utah","7-1",584,"19","michael-bonner","Week 9"
18,"Colorado","6-2",207,"-","michael-bonner","Week 9"
19,"Oklahoma","5-2",626,"16","michael-bonner","Week 9"
20,"Penn State","5-2",193,"-","michael-bonner","Week 9"
21,"Western Michigan","8-0",349,"20","michael-bonner","Week 9"
22,"Houston","6-2",67,"11","michael-bonner","Week 9"
23,"LSU","5-2",352,"25","michael-bonner","Week 9"
24,"Navy","5-1",251,"24","michael-bonner","Week 9"
25,"Virginia Tech","5-2",110,"-","michael-bonner","Week 9"
1,"Alabama","8-0",1524,"1","michael-lev","Week 9"
2,"Washington","7-0",1373,"5","michael-lev","Week 9"
3,"Michigan","7-0",1446,"3","michael-lev","Week 9"
4,"Clemson","7-0",1382,"4","michael-lev","Week 9"
5,"Louisville","6-1",1276,"7","michael-lev","Week 9"
6,"Ohio State","6-1",1143,"2","michael-lev","Week 9"
7,"West Virginia","6-0",997,"12","michael-lev","Week 9"
8,"Baylor","6-0",1063,"9","michael-lev","Week 9"
9,"Texas A&M","6-1",1007,"6","michael-lev","Week 9"
10,"Wisconsin","5-2",980,"10","michael-lev","Week 9"
11,"Nebraska","7-0",1083,"8","michael-lev","Week 9"
12,"Auburn","5-2",641,"21","michael-lev","Week 9"
13,"Utah","7-1",584,"19","michael-lev","Week 9"
14,"LSU","5-2",352,"25","michael-lev","Week 9"
15,"Boise State","7-0",716,"14","michael-lev","Week 9"
16,"Florida State","5-2",725,"13","michael-lev","Week 9"
17,"Colorado","6-2",207,"-","michael-lev","Week 9"
18,"Navy","5-1",251,"24","michael-lev","Week 9"
19,"Western Michigan","8-0",349,"20","michael-lev","Week 9"
20,"Oklahoma","5-2",626,"16","michael-lev","Week 9"
21,"Tennessee","5-2",572,"18","michael-lev","Week 9"
22,"Florida","5-1",654,"15","michael-lev","Week 9"
23,"Washington State","5-2",84,"-","michael-lev","Week 9"
24,"Penn State","5-2",193,"-","michael-lev","Week 9"
25,"Virginia Tech","5-2",110,"-","michael-lev","Week 9"
1,"Alabama","8-0",1524,"1","mike-barber","Week 9"
2,"Clemson","7-0",1382,"4","mike-barber","Week 9"
3,"Michigan","7-0",1446,"3","mike-barber","Week 9"
4,"Washington","7-0",1373,"5","mike-barber","Week 9"
5,"Louisville","6-1",1276,"7","mike-barber","Week 9"
6,"Baylor","6-0",1063,"9","mike-barber","Week 9"
7,"Ohio State","6-1",1143,"2","mike-barber","Week 9"
8,"Texas A&M","6-1",1007,"6","mike-barber","Week 9"
9,"Boise State","7-0",716,"14","mike-barber","Week 9"
10,"Nebraska","7-0",1083,"8","mike-barber","Week 9"
11,"West Virginia","6-0",997,"12","mike-barber","Week 9"
12,"Wisconsin","5-2",980,"10","mike-barber","Week 9"
13,"Tennessee","5-2",572,"18","mike-barber","Week 9"
14,"Florida","5-1",654,"15","mike-barber","Week 9"
15,"Florida State","5-2",725,"13","mike-barber","Week 9"
16,"Utah","7-1",584,"19","mike-barber","Week 9"
17,"Auburn","5-2",641,"21","mike-barber","Week 9"
18,"Navy","5-1",251,"24","mike-barber","Week 9"
19,"Western Michigan","8-0",349,"20","mike-barber","Week 9"
20,"Oklahoma","5-2",626,"16","mike-barber","Week 9"
21,"Penn State","5-2",193,"-","mike-barber","Week 9"
22,"North Carolina","6-2",328,"22","mike-barber","Week 9"
23,"LSU","5-2",352,"25","mike-barber","Week 9"
24,"Washington State","5-2",84,"-","mike-barber","Week 9"
25,"Colorado","6-2",207,"-","mike-barber","Week 9"
1,"Alabama","8-0",1524,"1","mitch-vingle","Week 9"
2,"Michigan","7-0",1446,"3","mitch-vingle","Week 9"
3,"Washington","7-0",1373,"5","mitch-vingle","Week 9"
4,"Clemson","7-0",1382,"4","mitch-vingle","Week 9"
5,"Louisville","6-1",1276,"7","mitch-vingle","Week 9"
6,"West Virginia","6-0",997,"12","mitch-vingle","Week 9"
7,"Nebraska","7-0",1083,"8","mitch-vingle","Week 9"
8,"Baylor","6-0",1063,"9","mitch-vingle","Week 9"
9,"Wisconsin","5-2",980,"10","mitch-vingle","Week 9"
10,"Ohio State","6-1",1143,"2","mitch-vingle","Week 9"
11,"Texas A&M","6-1",1007,"6","mitch-vingle","Week 9"
12,"Auburn","5-2",641,"21","mitch-vingle","Week 9"
13,"Oklahoma","5-2",626,"16","mitch-vingle","Week 9"
14,"Boise State","7-0",716,"14","mitch-vingle","Week 9"
15,"Florida State","5-2",725,"13","mitch-vingle","Week 9"
16,"Tennessee","5-2",572,"18","mitch-vingle","Week 9"
17,"Florida","5-1",654,"15","mitch-vingle","Week 9"
18,"Utah","7-1",584,"19","mitch-vingle","Week 9"
19,"North Carolina","6-2",328,"22","mitch-vingle","Week 9"
20,"LSU","5-2",352,"25","mitch-vingle","Week 9"
21,"Western Michigan","8-0",349,"20","mitch-vingle","Week 9"
22,"Navy","5-1",251,"24","mitch-vingle","Week 9"
23,"Houston","6-2",67,"11","mitch-vingle","Week 9"
24,"Penn State","5-2",193,"-","mitch-vingle","Week 9"
25,"Oklahoma State","5-2",62,"-","mitch-vingle","Week 9"
1,"Alabama","8-0",1524,"1","nathan-deen","Week 9"
2,"Michigan","7-0",1446,"3","nathan-deen","Week 9"
3,"Washington","7-0",1373,"5","nathan-deen","Week 9"
4,"Clemson","7-0",1382,"4","nathan-deen","Week 9"
5,"Louisville","6-1",1276,"7","nathan-deen","Week 9"
6,"Auburn","5-2",641,"21","nathan-deen","Week 9"
7,"West Virginia","6-0",997,"12","nathan-deen","Week 9"
8,"Nebraska","7-0",1083,"8","nathan-deen","Week 9"
9,"Baylor","6-0",1063,"9","nathan-deen","Week 9"
10,"Ohio State","6-1",1143,"2","nathan-deen","Week 9"
11,"Wisconsin","5-2",980,"10","nathan-deen","Week 9"
12,"Texas A&M","6-1",1007,"6","nathan-deen","Week 9"
13,"Utah","7-1",584,"19","nathan-deen","Week 9"
14,"Boise State","7-0",716,"14","nathan-deen","Week 9"
15,"Oklahoma","5-2",626,"16","nathan-deen","Week 9"
16,"Navy","5-1",251,"24","nathan-deen","Week 9"
17,"North Carolina","6-2",328,"22","nathan-deen","Week 9"
18,"Tennessee","5-2",572,"18","nathan-deen","Week 9"
19,"Florida","5-1",654,"15","nathan-deen","Week 9"
20,"Virginia Tech","5-2",110,"-","nathan-deen","Week 9"
21,"Florida State","5-2",725,"13","nathan-deen","Week 9"
22,"Western Michigan","8-0",349,"20","nathan-deen","Week 9"
23,"Washington State","5-2",84,"-","nathan-deen","Week 9"
24,"Houston","6-2",67,"11","nathan-deen","Week 9"
25,"Troy","6-1",6,"-","nathan-deen","Week 9"
1,"Alabama","8-0",1524,"1","pat-caputo","Week 9"
2,"Michigan","7-0",1446,"3","pat-caputo","Week 9"
3,"Washington","7-0",1373,"5","pat-caputo","Week 9"
4,"Clemson","7-0",1382,"4","pat-caputo","Week 9"
5,"Louisville","6-1",1276,"7","pat-caputo","Week 9"
6,"Ohio State","6-1",1143,"2","pat-caputo","Week 9"
7,"Baylor","6-0",1063,"9","pat-caputo","Week 9"
8,"West Virginia","6-0",997,"12","pat-caputo","Week 9"
9,"Nebraska","7-0",1083,"8","pat-caputo","Week 9"
10,"Wisconsin","5-2",980,"10","pat-caputo","Week 9"
11,"Florida State","5-2",725,"13","pat-caputo","Week 9"
12,"Texas A&M","6-1",1007,"6","pat-caputo","Week 9"
13,"Oklahoma","5-2",626,"16","pat-caputo","Week 9"
14,"Florida","5-1",654,"15","pat-caputo","Week 9"
15,"Auburn","5-2",641,"21","pat-caputo","Week 9"
16,"Utah","7-1",584,"19","pat-caputo","Week 9"
17,"Colorado","6-2",207,"-","pat-caputo","Week 9"
18,"Tennessee","5-2",572,"18","pat-caputo","Week 9"
19,"Boise State","7-0",716,"14","pat-caputo","Week 9"
20,"Washington State","5-2",84,"-","pat-caputo","Week 9"
21,"Western Michigan","8-0",349,"20","pat-caputo","Week 9"
22,"Virginia Tech","5-2",110,"-","pat-caputo","Week 9"
23,"LSU","5-2",352,"25","pat-caputo","Week 9"
24,"North Carolina","6-2",328,"22","pat-caputo","Week 9"
25,"Navy","5-1",251,"24","pat-caputo","Week 9"
1,"Alabama","8-0",1524,"1","patrick-brown","Week 9"
2,"Michigan","7-0",1446,"3","patrick-brown","Week 9"
3,"Washington","7-0",1373,"5","patrick-brown","Week 9"
4,"Clemson","7-0",1382,"4","patrick-brown","Week 9"
5,"Louisville","6-1",1276,"7","patrick-brown","Week 9"
6,"Ohio State","6-1",1143,"2","patrick-brown","Week 9"
7,"Wisconsin","5-2",980,"10","patrick-brown","Week 9"
8,"Texas A&M","6-1",1007,"6","patrick-brown","Week 9"
9,"Nebraska","7-0",1083,"8","patrick-brown","Week 9"
10,"Baylor","6-0",1063,"9","patrick-brown","Week 9"
11,"West Virginia","6-0",997,"12","patrick-brown","Week 9"
12,"Auburn","5-2",641,"21","patrick-brown","Week 9"
13,"Florida State","5-2",725,"13","patrick-brown","Week 9"
14,"Oklahoma","5-2",626,"16","patrick-brown","Week 9"
15,"Tennessee","5-2",572,"18","patrick-brown","Week 9"
16,"Utah","7-1",584,"19","patrick-brown","Week 9"
17,"LSU","5-2",352,"25","patrick-brown","Week 9"
18,"Penn State","5-2",193,"-","patrick-brown","Week 9"
19,"Boise State","7-0",716,"14","patrick-brown","Week 9"
20,"Virginia Tech","5-2",110,"-","patrick-brown","Week 9"
21,"Washington State","5-2",84,"-","patrick-brown","Week 9"
22,"North Carolina","6-2",328,"22","patrick-brown","Week 9"
23,"Western Michigan","8-0",349,"20","patrick-brown","Week 9"
24,"Florida","5-1",654,"15","patrick-brown","Week 9"
25,"Southern Methodist","3-4",1,"-","patrick-brown","Week 9"
1,"Alabama","8-0",1524,"1","pete-diprimio","Week 9"
2,"Washington","7-0",1373,"5","pete-diprimio","Week 9"
3,"Michigan","7-0",1446,"3","pete-diprimio","Week 9"
4,"Clemson","7-0",1382,"4","pete-diprimio","Week 9"
5,"Louisville","6-1",1276,"7","pete-diprimio","Week 9"
6,"Ohio State","6-1",1143,"2","pete-diprimio","Week 9"
7,"Baylor","6-0",1063,"9","pete-diprimio","Week 9"
8,"Nebraska","7-0",1083,"8","pete-diprimio","Week 9"
9,"Wisconsin","5-2",980,"10","pete-diprimio","Week 9"
10,"West Virginia","6-0",997,"12","pete-diprimio","Week 9"
11,"Boise State","7-0",716,"14","pete-diprimio","Week 9"
12,"Utah","7-1",584,"19","pete-diprimio","Week 9"
13,"Florida State","5-2",725,"13","pete-diprimio","Week 9"
14,"Texas A&M","6-1",1007,"6","pete-diprimio","Week 9"
15,"Auburn","5-2",641,"21","pete-diprimio","Week 9"
16,"North Carolina","6-2",328,"22","pete-diprimio","Week 9"
17,"Florida","5-1",654,"15","pete-diprimio","Week 9"
18,"Western Michigan","8-0",349,"20","pete-diprimio","Week 9"
19,"Oklahoma","5-2",626,"16","pete-diprimio","Week 9"
20,"Navy","5-1",251,"24","pete-diprimio","Week 9"
21,"Tennessee","5-2",572,"18","pete-diprimio","Week 9"
22,"LSU","5-2",352,"25","pete-diprimio","Week 9"
23,"Virginia Tech","5-2",110,"-","pete-diprimio","Week 9"
24,"Colorado","6-2",207,"-","pete-diprimio","Week 9"
25,"Houston","6-2",67,"11","pete-diprimio","Week 9"
1,"Alabama","8-0",1524,"1","rob-long","Week 9"
2,"Michigan","7-0",1446,"3","rob-long","Week 9"
3,"Clemson","7-0",1382,"4","rob-long","Week 9"
4,"Washington","7-0",1373,"5","rob-long","Week 9"
5,"Louisville","6-1",1276,"7","rob-long","Week 9"
6,"Nebraska","7-0",1083,"8","rob-long","Week 9"
7,"Baylor","6-0",1063,"9","rob-long","Week 9"
8,"Ohio State","6-1",1143,"2","rob-long","Week 9"
9,"Florida","5-1",654,"15","rob-long","Week 9"
10,"Texas A&M","6-1",1007,"6","rob-long","Week 9"
11,"West Virginia","6-0",997,"12","rob-long","Week 9"
12,"Penn State","5-2",193,"-","rob-long","Week 9"
13,"Utah","7-1",584,"19","rob-long","Week 9"
14,"Boise State","7-0",716,"14","rob-long","Week 9"
15,"Florida State","5-2",725,"13","rob-long","Week 9"
16,"Oklahoma","5-2",626,"16","rob-long","Week 9"
17,"Wisconsin","5-2",980,"10","rob-long","Week 9"
18,"Tennessee","5-2",572,"18","rob-long","Week 9"
19,"North Carolina","6-2",328,"22","rob-long","Week 9"
20,"Washington State","5-2",84,"-","rob-long","Week 9"
21,"Auburn","5-2",641,"21","rob-long","Week 9"
22,"Navy","5-1",251,"24","rob-long","Week 9"
23,"Western Michigan","8-0",349,"20","rob-long","Week 9"
24,"Pittsburgh","5-2",2,"-","rob-long","Week 9"
25,"LSU","5-2",352,"25","rob-long","Week 9"
1,"Alabama","8-0",1524,"1","robert-cessna","Week 9"
2,"Michigan","7-0",1446,"3","robert-cessna","Week 9"
3,"Washington","7-0",1373,"5","robert-cessna","Week 9"
4,"Clemson","7-0",1382,"4","robert-cessna","Week 9"
5,"Louisville","6-1",1276,"7","robert-cessna","Week 9"
6,"West Virginia","6-0",997,"12","robert-cessna","Week 9"
7,"Texas A&M","6-1",1007,"6","robert-cessna","Week 9"
8,"Baylor","6-0",1063,"9","robert-cessna","Week 9"
9,"Ohio State","6-1",1143,"2","robert-cessna","Week 9"
10,"Wisconsin","5-2",980,"10","robert-cessna","Week 9"
11,"Nebraska","7-0",1083,"8","robert-cessna","Week 9"
12,"Florida State","5-2",725,"13","robert-cessna","Week 9"
13,"Boise State","7-0",716,"14","robert-cessna","Week 9"
14,"Tennessee","5-2",572,"18","robert-cessna","Week 9"
15,"Florida","5-1",654,"15","robert-cessna","Week 9"
16,"Utah","7-1",584,"19","robert-cessna","Week 9"
17,"Oklahoma","5-2",626,"16","robert-cessna","Week 9"
18,"Western Michigan","8-0",349,"20","robert-cessna","Week 9"
19,"Auburn","5-2",641,"21","robert-cessna","Week 9"
20,"Houston","6-2",67,"11","robert-cessna","Week 9"
21,"North Carolina","6-2",328,"22","robert-cessna","Week 9"
22,"Oklahoma State","5-2",62,"-","robert-cessna","Week 9"
23,"Navy","5-1",251,"24","robert-cessna","Week 9"
24,"LSU","5-2",352,"25","robert-cessna","Week 9"
25,"Penn State","5-2",193,"-","robert-cessna","Week 9"
1,"Alabama","8-0",1524,"1","robert-gagliardi","Week 9"
2,"Michigan","7-0",1446,"3","robert-gagliardi","Week 9"
3,"Washington","7-0",1373,"5","robert-gagliardi","Week 9"
4,"Clemson","7-0",1382,"4","robert-gagliardi","Week 9"
5,"Louisville","6-1",1276,"7","robert-gagliardi","Week 9"
6,"Baylor","6-0",1063,"9","robert-gagliardi","Week 9"
7,"Ohio State","6-1",1143,"2","robert-gagliardi","Week 9"
8,"West Virginia","6-0",997,"12","robert-gagliardi","Week 9"
9,"Nebraska","7-0",1083,"8","robert-gagliardi","Week 9"
10,"Florida State","5-2",725,"13","robert-gagliardi","Week 9"
11,"Florida","5-1",654,"15","robert-gagliardi","Week 9"
12,"Wisconsin","5-2",980,"10","robert-gagliardi","Week 9"
13,"Texas A&M","6-1",1007,"6","robert-gagliardi","Week 9"
14,"Oklahoma","5-2",626,"16","robert-gagliardi","Week 9"
15,"Boise State","7-0",716,"14","robert-gagliardi","Week 9"
16,"Utah","7-1",584,"19","robert-gagliardi","Week 9"
17,"Auburn","5-2",641,"21","robert-gagliardi","Week 9"
18,"North Carolina","6-2",328,"22","robert-gagliardi","Week 9"
19,"Western Michigan","8-0",349,"20","robert-gagliardi","Week 9"
20,"Penn State","5-2",193,"-","robert-gagliardi","Week 9"
21,"Tennessee","5-2",572,"18","robert-gagliardi","Week 9"
22,"Oklahoma State","5-2",62,"-","robert-gagliardi","Week 9"
23,"LSU","5-2",352,"25","robert-gagliardi","Week 9"
24,"Colorado","6-2",207,"-","robert-gagliardi","Week 9"
25,"Washington State","5-2",84,"-","robert-gagliardi","Week 9"
1,"Alabama","8-0",1524,"1","ross-dellenger","Week 9"
2,"Michigan","7-0",1446,"3","ross-dellenger","Week 9"
3,"Washington","7-0",1373,"5","ross-dellenger","Week 9"
4,"Clemson","7-0",1382,"4","ross-dellenger","Week 9"
5,"Louisville","6-1",1276,"7","ross-dellenger","Week 9"
6,"Ohio State","6-1",1143,"2","ross-dellenger","Week 9"
7,"Baylor","6-0",1063,"9","ross-dellenger","Week 9"
8,"Texas A&M","6-1",1007,"6","ross-dellenger","Week 9"
